# These are inclination angle constraints derived from limits based on non-detection of eclipses in photometry. These numbers are taken from Hermes et al. (2014)
J0106-1000 76.6
J1630+4233 82.8
J1053+5200 82.0
J0056-0611 81.8
J1056+6536 84.9
J0923+3028 84.6
J1436+5010 84.4
J0825+1152 84.8
J1741+6526 84.4
J2338-2052 83.8
J0849+0445 85.7
J0022-1014 86.0
J2119-0018 82.8
J1234-0228 71.5
J0745+1949 72.5
J0112+1835 85.3
