Chain iteration mu_1 sd_1 w_1 w_NS Prob 
1 12426 0.77538 0.16049 0.99309 0.0069102 3.1904 
1 12427 0.77597 0.164 0.99732 0.0026844 3.2948 
1 12428 0.77597 0.164 0.99732 0.0026844 3.2948 
1 12429 0.7711 0.16292 0.99342 0.0065833 3.2537 
1 12430 0.7711 0.16292 0.99342 0.0065833 3.2537 
1 12431 0.75704 0.1622 0.99185 0.0081452 3.3109 
1 12432 0.7613 0.15942 0.97819 0.021811 2.9015 
1 12433 0.73918 0.15421 0.99976 0.00023814 3.2424 
1 12434 0.75895 0.15008 0.9993 0.00070049 3.1985 
1 12435 0.76827 0.14755 0.99896 0.0010386 3.1292 
1 12436 0.76827 0.14755 0.99896 0.0010386 3.1292 
1 12437 0.76827 0.14755 0.99896 0.0010386 3.1292 
1 12438 0.76827 0.14755 0.99896 0.0010386 3.1292 
1 12439 0.76827 0.14755 0.99896 0.0010386 3.1292 
1 12440 0.77596 0.14462 0.9873 0.012698 2.8718 
1 12441 0.76286 0.15146 0.98567 0.014328 3.0358 
1 12442 0.76612 0.14046 0.98609 0.013913 2.8056 
1 12443 0.75057 0.15963 0.98982 0.010179 3.1623 
1 12444 0.74227 0.16694 0.99471 0.0052904 3.3811 
1 12445 0.76333 0.16516 0.98269 0.01731 3.1182 
1 12446 0.76333 0.16516 0.98269 0.01731 3.1182 
1 12447 0.76333 0.16516 0.98269 0.01731 3.1182 
1 12448 0.74877 0.17694 0.98291 0.017086 3.2853 
1 12449 0.73757 0.18201 0.99769 0.0023115 3.6623 
1 12450 0.72731 0.19455 0.99594 0.0040566 3.6481 
1 12451 0.72731 0.19455 0.99594 0.0040566 3.6481 
1 12452 0.72731 0.19455 0.99594 0.0040566 3.6481 
1 12453 0.72165 0.18795 0.99798 0.0020173 3.7317 
1 12454 0.70654 0.19631 0.98584 0.01416 3.5458 
1 12455 0.70654 0.19631 0.98584 0.01416 3.5458 
1 12456 0.70654 0.19631 0.98584 0.01416 3.5458 
1 12457 0.67332 0.20636 0.9831 0.016896 3.4405 
1 12458 0.67957 0.20832 0.9854 0.014601 3.5154 
1 12459 0.68596 0.18683 0.99442 0.0055847 3.4976 
1 12460 0.72337 0.19022 0.99277 0.0072269 3.5854 
1 12461 0.708 0.17272 0.98484 0.015164 3.3337 
1 12462 0.68576 0.18039 0.9882 0.011797 3.329 
1 12463 0.66506 0.18505 0.98585 0.014146 3.1503 
1 12464 0.67335 0.1867 0.99801 0.0019945 3.3557 
1 12465 0.68333 0.17943 0.99576 0.0042382 3.3204 
1 12466 0.66498 0.18036 0.98622 0.013778 3.0464 
1 12467 0.66498 0.18036 0.98622 0.013778 3.0464 
1 12468 0.69382 0.18481 0.98645 0.013546 3.4419 
1 12469 0.68868 0.19988 0.99886 0.0011441 3.7379 
1 12470 0.6945 0.19945 0.97729 0.022705 3.3795 
1 12471 0.67475 0.19368 0.99059 0.0094086 3.4518 
1 12472 0.68725 0.18467 0.9767 0.023301 3.2664 
1 12473 0.71343 0.18397 0.97714 0.022858 3.3345 
1 12474 0.71343 0.18397 0.97714 0.022858 3.3345 
1 12475 0.73611 0.20305 0.98239 0.01761 3.2614 
1 12476 0.74097 0.20828 0.96622 0.033779 2.7611 
1 12477 0.72445 0.1966 0.96596 0.034044 2.9911 
1 12478 0.72445 0.1966 0.96596 0.034044 2.9911 
1 12479 0.71142 0.20761 0.9657 0.034299 3.0507 
1 12480 0.7479 0.19835 0.97325 0.026752 2.9997 
1 12481 0.7368 0.19792 0.9706 0.029404 3.0514 
1 12482 0.713 0.20631 0.98041 0.019593 3.3977 
1 12483 0.7118 0.21808 0.97532 0.024681 3.197 
1 12484 0.69972 0.22441 0.97803 0.021971 3.2711 
1 12485 0.69972 0.22441 0.97803 0.021971 3.2711 
1 12486 0.69631 0.21967 0.97703 0.022966 3.3005 
1 12487 0.69631 0.21967 0.97703 0.022966 3.3005 
1 12488 0.68747 0.19939 0.98238 0.017616 3.4619 
1 12489 0.71469 0.19775 0.9715 0.028504 3.222 
1 12490 0.71029 0.20718 0.97158 0.028421 3.2 
1 12491 0.69856 0.21405 0.98117 0.018828 3.4259 
1 12492 0.69856 0.21405 0.98117 0.018828 3.4259 
1 12493 0.68076 0.22399 0.98172 0.018281 3.4094 
1 12494 0.68076 0.22399 0.98172 0.018281 3.4094 
1 12495 0.68032 0.20834 0.99372 0.0062822 3.6661 
1 12496 0.67052 0.2012 0.99742 0.0025773 3.581 
1 12497 0.67299 0.19844 0.99695 0.0030549 3.5653 
1 12498 0.70689 0.20932 0.9952 0.0048046 3.7339 
1 12499 0.70689 0.20932 0.9952 0.0048046 3.7339 
1 12500 0.70689 0.20932 0.9952 0.0048046 3.7339 
1 12501 0.70689 0.20932 0.9952 0.0048046 3.7339 
1 12502 0.69108 0.20727 0.99058 0.0094245 3.6426 
1 12503 0.67734 0.20895 0.97785 0.022154 3.361 
1 12504 0.67016 0.21444 0.977 0.022999 3.324 
1 12505 0.67802 0.23017 0.98329 0.016705 3.4072 
1 12506 0.6433 0.22983 0.9892 0.010802 3.4124 
1 12507 0.6433 0.22983 0.9892 0.010802 3.4124 
1 12508 0.66039 0.23684 0.99311 0.0068928 3.57 
1 12509 0.64214 0.23453 0.99109 0.0089089 3.4432 
1 12510 0.62091 0.24691 0.99815 0.0018536 3.4031 
1 12511 0.62091 0.24691 0.99815 0.0018536 3.4031 
1 12512 0.63709 0.24704 0.99259 0.0074104 3.4242 
1 12513 0.63709 0.24704 0.99259 0.0074104 3.4242 
1 12514 0.63709 0.24704 0.99259 0.0074104 3.4242 
1 12515 0.6716 0.25427 0.98179 0.018208 3.1349 
1 12516 0.67012 0.25683 0.98606 0.013939 3.2171 
1 12517 0.67012 0.25683 0.98606 0.013939 3.2171 
1 12518 0.68531 0.26087 0.98556 0.01444 3.0696 
1 12519 0.68531 0.26087 0.98556 0.01444 3.0696 
1 12520 0.69941 0.25895 0.99718 0.0028214 3.3128 
1 12521 0.68232 0.25533 0.98643 0.013568 3.1951 
1 12522 0.67524 0.26265 0.98272 0.017281 3.0234 
1 12523 0.67065 0.26404 0.98996 0.010039 3.2176 
1 12524 0.67065 0.26404 0.98996 0.010039 3.2176 
1 12525 0.66676 0.26601 0.9828 0.017204 3.0196 
1 12526 0.66676 0.26601 0.9828 0.017204 3.0196 
1 12527 0.66113 0.25796 0.99181 0.0081873 3.371 
1 12528 0.66113 0.25796 0.99181 0.0081873 3.371 
1 12529 0.65085 0.26885 0.98815 0.011847 3.1612 
1 12530 0.64052 0.2593 0.9864 0.013596 3.2217 
1 12531 0.64426 0.2529 0.99485 0.0051477 3.4764 
1 12532 0.64426 0.2529 0.99485 0.0051477 3.4764 
1 12533 0.60664 0.25171 0.97942 0.020584 2.9262 
1 12534 0.58123 0.25637 0.97623 0.023772 2.6105 
1 12535 0.57835 0.24027 0.97995 0.020046 2.5165 
1 12536 0.59152 0.23113 0.98232 0.017679 2.6571 
1 12537 0.60542 0.22252 0.98879 0.011208 2.8378 
1 12538 0.59961 0.23392 0.97152 0.028483 2.6669 
1 12539 0.59961 0.23392 0.97152 0.028483 2.6669 
1 12540 0.62302 0.23894 0.9802 0.019803 3.0894 
1 12541 0.62174 0.23006 0.97514 0.024865 2.9712 
1 12542 0.63195 0.22124 0.97995 0.020053 3.1206 
1 12543 0.63195 0.22124 0.97995 0.020053 3.1206 
1 12544 0.61643 0.22528 0.97936 0.020635 2.9508 
1 12545 0.62656 0.21782 0.97814 0.021862 3.0072 
1 12546 0.65563 0.23357 0.98722 0.012775 3.4422 
1 12547 0.67593 0.23262 0.98688 0.013117 3.4742 
1 12548 0.69953 0.22182 0.9836 0.016397 3.429 
1 12549 0.68911 0.22374 0.96972 0.030284 3.1139 
1 12550 0.70767 0.22853 0.97344 0.026564 3.0627 
1 12551 0.70767 0.22853 0.97344 0.026564 3.0627 
1 12552 0.70767 0.22853 0.97344 0.026564 3.0627 
1 12553 0.68551 0.22258 0.99664 0.0033609 3.7419 
1 12554 0.68551 0.22258 0.99664 0.0033609 3.7419 
1 12555 0.68551 0.22258 0.99664 0.0033609 3.7419 
1 12556 0.69551 0.22295 0.99385 0.0061462 3.6714 
1 12557 0.66032 0.21346 0.99525 0.0047533 3.5789 
1 12558 0.66032 0.21346 0.99525 0.0047533 3.5789 
1 12559 0.66718 0.20536 0.998 0.0019995 3.6034 
1 12560 0.66718 0.20536 0.998 0.0019995 3.6034 
1 12561 0.66718 0.20536 0.998 0.0019995 3.6034 
1 12562 0.64719 0.20389 0.99181 0.0081881 3.2699 
1 12563 0.64719 0.20389 0.99181 0.0081881 3.2699 
1 12564 0.64556 0.19615 0.99268 0.0073201 3.0948 
1 12565 0.64942 0.19863 0.9961 0.0038969 3.2267 
1 12566 0.63688 0.20409 0.9952 0.0047977 3.1134 
1 12567 0.6437 0.1874 0.98578 0.014217 2.8451 
1 12568 0.65642 0.18791 0.98038 0.019617 3.05 
1 12569 0.65017 0.19076 0.97394 0.026059 2.9591 
1 12570 0.65356 0.18626 0.95332 0.046685 2.6882 
1 12571 0.6723 0.19382 0.95067 0.049329 2.7969 
1 12572 0.69135 0.20485 0.9452 0.054799 2.6558 
1 12573 0.69642 0.1994 0.95354 0.046461 2.8666 
1 12574 0.73405 0.20378 0.93247 0.067532 2.0078 
1 12575 0.7534 0.19435 0.93878 0.061224 2.0859 
1 12576 0.73295 0.20211 0.93747 0.062526 2.168 
1 12577 0.74786 0.19082 0.94083 0.059172 2.2416 
1 12578 0.74786 0.19082 0.94083 0.059172 2.2416 
1 12579 0.74984 0.19561 0.95653 0.043465 2.5781 
1 12580 0.76691 0.18717 0.95371 0.046285 2.3472 
1 12581 0.76499 0.18724 0.9539 0.046102 2.3793 
1 12582 0.74321 0.18804 0.94541 0.054587 2.4311 
1 12583 0.74321 0.18804 0.94541 0.054587 2.4311 
1 12584 0.75073 0.1962 0.94906 0.050945 2.3695 
1 12585 0.73497 0.18819 0.93694 0.063056 2.3004 
1 12586 0.69604 0.17477 0.94521 0.054793 2.6808 
1 12587 0.69604 0.17477 0.94521 0.054793 2.6808 
1 12588 0.69898 0.19002 0.94071 0.05929 2.5974 
1 12589 0.71267 0.18804 0.94061 0.059387 2.5509 
1 12590 0.71725 0.17935 0.96331 0.03669 3.0393 
1 12591 0.70585 0.17562 0.96809 0.031906 3.1143 
1 12592 0.72716 0.18574 0.97448 0.025524 3.193 
1 12593 0.69574 0.1994 0.97302 0.026983 3.2932 
1 12594 0.69574 0.1994 0.97302 0.026983 3.2932 
1 12595 0.68423 0.2042 0.97838 0.021617 3.3899 
1 12596 0.64657 0.20974 0.96762 0.032375 3.0049 
1 12597 0.63562 0.21639 0.96806 0.031936 2.9408 
1 12598 0.63562 0.21639 0.96806 0.031936 2.9408 
1 12599 0.65502 0.23004 0.97609 0.023906 3.2218 
1 12600 0.6731 0.23347 0.98498 0.015017 3.4253 
1 12601 0.67358 0.22915 0.99141 0.0085936 3.5945 
1 12602 0.68733 0.22664 0.99047 0.0095344 3.5863 
1 12603 0.68733 0.22664 0.99047 0.0095344 3.5863 
1 12604 0.68733 0.22664 0.99047 0.0095344 3.5863 
1 12605 0.70895 0.22982 0.98665 0.013347 3.376 
1 12606 0.6688 0.22643 0.98459 0.015413 3.4501 
1 12607 0.68447 0.22317 0.97972 0.020278 3.3658 
1 12608 0.70832 0.22425 0.97784 0.02216 3.2198 
1 12609 0.67297 0.22581 0.97745 0.022552 3.3016 
1 12610 0.64512 0.22829 0.97653 0.023468 3.1842 
1 12611 0.62467 0.22979 0.99299 0.0070145 3.2772 
1 12612 0.6517 0.23858 0.99973 0.0002691 3.6649 
1 12613 0.65866 0.24589 0.97816 0.021842 3.1609 
1 12614 0.65866 0.24589 0.97816 0.021842 3.1609 
1 12615 0.675 0.24766 0.98059 0.019412 3.1766 
1 12616 0.67152 0.25462 0.98607 0.013928 3.2415 
1 12617 0.67152 0.25462 0.98607 0.013928 3.2415 
1 12618 0.68976 0.24997 0.96688 0.033119 2.7096 
1 12619 0.69871 0.24745 0.9788 0.0212 3.0065 
1 12620 0.67479 0.23798 0.97937 0.02063 3.2524 
1 12621 0.67699 0.23503 0.98508 0.014917 3.4132 
1 12622 0.70502 0.22544 0.99919 0.00080928 3.7468 
1 12623 0.70353 0.21266 0.99758 0.0024216 3.7825 
1 12624 0.71094 0.21746 0.99203 0.0079684 3.6108 
1 12625 0.70366 0.2067 0.99523 0.0047733 3.7417 
1 12626 0.70223 0.2222 0.98147 0.018528 3.3633 
1 12627 0.67936 0.22115 0.99792 0.0020793 3.7609 
1 12628 0.67936 0.22115 0.99792 0.0020793 3.7609 
1 12629 0.66228 0.2174 0.99653 0.0034655 3.6396 
1 12630 0.66228 0.2174 0.99653 0.0034655 3.6396 
1 12631 0.67062 0.21959 0.99229 0.0077089 3.6228 
1 12632 0.662 0.228 0.99561 0.004392 3.6471 
1 12633 0.67783 0.21388 0.98266 0.017339 3.4602 
1 12634 0.66947 0.21742 0.98762 0.012383 3.5285 
1 12635 0.65311 0.20515 0.9916 0.0084021 3.3691 
1 12636 0.64471 0.21784 0.97729 0.022708 3.1852 
1 12637 0.64026 0.22837 0.98729 0.012709 3.3508 
1 12638 0.64751 0.2301 0.9904 0.009601 3.4652 
1 12639 0.6823 0.23076 0.98149 0.01851 3.355 
1 12640 0.69689 0.22222 0.96507 0.034925 2.9832 
1 12641 0.70594 0.22418 0.96554 0.034459 2.9234 
1 12642 0.71771 0.21395 0.95498 0.04502 2.6807 
1 12643 0.73126 0.22761 0.95918 0.040816 2.475 
1 12644 0.72152 0.20665 0.95436 0.045645 2.7087 
1 12645 0.72699 0.20383 0.9624 0.037596 2.891 
1 12646 0.72699 0.20383 0.9624 0.037596 2.891 
1 12647 0.76438 0.19491 0.96411 0.035887 2.5834 
1 12648 0.77644 0.19437 0.96712 0.032876 2.4754 
1 12649 0.76705 0.1791 0.95431 0.04569 2.4144 
1 12650 0.76878 0.17672 0.95494 0.045061 2.4175 
1 12651 0.79341 0.15484 0.965 0.035004 2.3239 
1 12652 0.78477 0.16443 0.94161 0.058389 1.8935 
1 12653 0.78007 0.16964 0.94958 0.050419 2.1478 
1 12654 0.7691 0.16738 0.94899 0.05101 2.2973 
1 12655 0.7691 0.16738 0.94899 0.05101 2.2973 
1 12656 0.72843 0.16208 0.95386 0.046139 2.7284 
1 12657 0.72843 0.16208 0.95386 0.046139 2.7284 
1 12658 0.71288 0.15174 0.95121 0.048788 2.5808 
1 12659 0.71197 0.15831 0.94124 0.058763 2.4941 
1 12660 0.71056 0.16418 0.95206 0.047939 2.741 
1 12661 0.71056 0.16418 0.95206 0.047939 2.741 
1 12662 0.71268 0.15985 0.93799 0.062009 2.4461 
1 12663 0.68948 0.16119 0.9274 0.072603 2.2518 
1 12664 0.70276 0.16812 0.93249 0.067511 2.3976 
1 12665 0.71197 0.17649 0.93348 0.066523 2.4122 
1 12666 0.69489 0.188 0.93818 0.06182 2.5525 
1 12667 0.72494 0.20121 0.94815 0.051846 2.5725 
1 12668 0.72494 0.20121 0.94815 0.051846 2.5725 
1 12669 0.72686 0.18686 0.94771 0.052287 2.587 
1 12670 0.71179 0.19625 0.94364 0.056356 2.5885 
1 12671 0.72889 0.20477 0.96156 0.038442 2.7935 
1 12672 0.73967 0.22052 0.97222 0.02778 2.7749 
1 12673 0.71869 0.22438 0.98276 0.01724 3.2667 
1 12674 0.73751 0.22888 0.99611 0.0038948 3.3635 
1 12675 0.73385 0.23288 0.98506 0.014944 3.0566 
1 12676 0.70804 0.22457 0.98675 0.013253 3.4398 
1 12677 0.6879 0.23057 0.97525 0.02475 3.1901 
1 12678 0.70095 0.23106 0.96834 0.031655 2.9449 
1 12679 0.70168 0.22861 0.96909 0.030912 2.9898 
1 12680 0.69747 0.2269 0.96927 0.030732 3.0377 
1 12681 0.68161 0.21874 0.96037 0.039626 2.9454 
1 12682 0.67757 0.22133 0.96322 0.036779 2.9992 
1 12683 0.67015 0.22087 0.95703 0.042972 2.8579 
1 12684 0.66911 0.21766 0.94742 0.052583 2.6509 
1 12685 0.64871 0.20072 0.94747 0.05253 2.6261 
1 12686 0.64871 0.20072 0.94747 0.05253 2.6261 
1 12687 0.64384 0.19276 0.94961 0.050388 2.5938 
1 12688 0.64082 0.18251 0.95686 0.043141 2.5473 
1 12689 0.62687 0.18127 0.98805 0.011952 2.232 
1 12690 0.616 0.17681 0.97349 0.026509 1.9737 
1 12691 0.616 0.17681 0.97349 0.026509 1.9737 
1 12692 0.616 0.17681 0.97349 0.026509 1.9737 
1 12693 0.616 0.17681 0.97349 0.026509 1.9737 
1 12694 0.60461 0.18003 0.9572 0.042803 1.859 
1 12695 0.58254 0.1909 0.95767 0.042331 1.5984 
1 12696 0.57783 0.20357 0.95205 0.047947 1.7227 
1 12697 0.56828 0.22039 0.94992 0.050076 1.7425 
1 12698 0.56828 0.22039 0.94992 0.050076 1.7425 
1 12699 0.56828 0.22039 0.94992 0.050076 1.7425 
1 12700 0.56567 0.22296 0.9461 0.053903 1.6696 
1 12701 0.55982 0.216 0.94291 0.057087 1.4387 
1 12702 0.55982 0.216 0.94291 0.057087 1.4387 
1 12703 0.57424 0.20976 0.94726 0.052737 1.6962 
1 12704 0.57424 0.20976 0.94726 0.052737 1.6962 
1 12705 0.59441 0.21367 0.96653 0.033471 2.3231 
1 12706 0.59441 0.21367 0.96653 0.033471 2.3231 
1 12707 0.59591 0.2121 0.96718 0.032822 2.3488 
1 12708 0.62197 0.21907 0.95463 0.045369 2.5756 
1 12709 0.61925 0.20781 0.96006 0.039942 2.5798 
1 12710 0.6488 0.21445 0.95192 0.048084 2.7172 
1 12711 0.66948 0.20755 0.94246 0.057539 2.5922 
1 12712 0.65626 0.2009 0.93501 0.064993 2.4118 
1 12713 0.67523 0.20441 0.93883 0.061166 2.5264 
1 12714 0.64842 0.21435 0.93121 0.068791 2.2511 
1 12715 0.64735 0.21669 0.92626 0.073742 2.1163 
1 12716 0.67658 0.23254 0.93592 0.06408 2.1962 
1 12717 0.69522 0.23546 0.94068 0.059322 2.1871 
1 12718 0.69816 0.23681 0.9509 0.049095 2.4229 
1 12719 0.69816 0.23681 0.9509 0.049095 2.4229 
1 12720 0.69291 0.23402 0.95273 0.047268 2.5458 
1 12721 0.72765 0.23394 0.95632 0.043679 2.338 
1 12722 0.71332 0.22258 0.95792 0.042081 2.6906 
1 12723 0.69713 0.23846 0.94847 0.051526 2.3384 
1 12724 0.72305 0.23587 0.9416 0.058399 1.9543 
1 12725 0.72305 0.23587 0.9416 0.058399 1.9543 
1 12726 0.6972 0.2329 0.94359 0.05641 2.2901 
1 12727 0.67069 0.23817 0.953 0.047003 2.5926 
1 12728 0.68041 0.24402 0.9658 0.034203 2.8195 
1 12729 0.65682 0.23669 0.97056 0.029436 3.0553 
1 12730 0.67985 0.23294 0.96461 0.035391 2.9249 
1 12731 0.68049 0.21944 0.96876 0.031245 3.1393 
1 12732 0.68049 0.21944 0.96876 0.031245 3.1393 
1 12733 0.6676 0.23248 0.97287 0.027125 3.1493 
1 12734 0.67386 0.21745 0.96679 0.033213 3.1047 
1 12735 0.67386 0.21745 0.96679 0.033213 3.1047 
1 12736 0.65932 0.21535 0.96916 0.030837 3.1232 
1 12737 0.67316 0.23238 0.97857 0.021427 3.2834 
1 12738 0.67316 0.23238 0.97857 0.021427 3.2834 
1 12739 0.65628 0.22618 0.98389 0.016105 3.3932 
1 12740 0.68067 0.22606 0.97457 0.025428 3.2298 
1 12741 0.68073 0.2244 0.97331 0.026691 3.2123 
1 12742 0.66818 0.21096 0.98704 0.012962 3.4967 
1 12743 0.70443 0.20966 0.98715 0.01285 3.5648 
1 12744 0.71765 0.18439 0.97902 0.020978 3.3671 
1 12745 0.71131 0.1858 0.97496 0.025041 3.3018 
1 12746 0.72207 0.20975 0.97096 0.029044 3.0925 
1 12747 0.75128 0.2229 0.98877 0.011232 3.0297 
1 12748 0.73467 0.21671 0.99697 0.0030283 3.5087 
1 12749 0.74058 0.21514 0.99404 0.0059639 3.3959 
1 12750 0.72551 0.21286 0.98956 0.010443 3.496 
1 12751 0.7189 0.21466 0.97773 0.022271 3.2401 
1 12752 0.7189 0.21466 0.97773 0.022271 3.2401 
1 12753 0.7189 0.21466 0.97773 0.022271 3.2401 
1 12754 0.74765 0.21977 0.98647 0.013529 3.0624 
1 12755 0.74765 0.21977 0.98647 0.013529 3.0624 
1 12756 0.75224 0.23034 0.99815 0.0018495 3.1471 
1 12757 0.75846 0.23976 0.99951 0.0004878 2.9216 
1 12758 0.76767 0.22437 0.98964 0.010358 2.8174 
1 12759 0.74935 0.21582 0.9838 0.016196 3.0689 
1 12760 0.72795 0.21883 0.9927 0.0073037 3.4985 
1 12761 0.68746 0.2226 0.98719 0.012812 3.5358 
1 12762 0.68746 0.2226 0.98719 0.012812 3.5358 
1 12763 0.67401 0.23321 0.98819 0.011809 3.5007 
1 12764 0.67401 0.23321 0.98819 0.011809 3.5007 
1 12765 0.66988 0.23654 0.98706 0.012942 3.4514 
1 12766 0.66988 0.23654 0.98706 0.012942 3.4514 
1 12767 0.67551 0.24512 0.99558 0.004417 3.5748 
1 12768 0.64314 0.24675 0.98795 0.012051 3.3614 
1 12769 0.64313 0.23879 0.98803 0.011966 3.3862 
1 12770 0.64313 0.23879 0.98803 0.011966 3.3862 
1 12771 0.64359 0.23287 0.99883 0.0011703 3.5866 
1 12772 0.64359 0.23287 0.99883 0.0011703 3.5866 
1 12773 0.63286 0.23215 0.99321 0.0067877 3.3916 
1 12774 0.62228 0.24327 0.97945 0.020547 3.0667 
1 12775 0.64757 0.25273 0.9826 0.017399 3.1988 
1 12776 0.65755 0.25274 0.97496 0.025038 3.0095 
1 12777 0.65148 0.2675 0.98526 0.014741 3.1023 
1 12778 0.62811 0.26249 0.98061 0.019391 3.0257 
1 12779 0.6292 0.26373 0.98473 0.015267 3.1179 
1 12780 0.62743 0.26609 0.98607 0.013927 3.133 
1 12781 0.62743 0.26609 0.98607 0.013927 3.133 
1 12782 0.62743 0.26609 0.98607 0.013927 3.133 
1 12783 0.63556 0.26729 0.98311 0.016893 3.0555 
1 12784 0.61179 0.25624 0.97912 0.020876 2.957 
1 12785 0.62277 0.25353 0.98281 0.017192 3.1115 
1 12786 0.59336 0.23304 0.98137 0.018627 2.7019 
1 12787 0.5955 0.25317 0.98822 0.011784 2.9829 
1 12788 0.6269 0.22943 0.99946 0.00054278 3.3806 
1 12789 0.6269 0.22943 0.99946 0.00054278 3.3806 
1 12790 0.63121 0.2307 0.99907 0.00093098 3.4459 
1 12791 0.63121 0.2307 0.99907 0.00093098 3.4459 
1 12792 0.66117 0.24223 0.99802 0.0019807 3.652 
1 12793 0.66117 0.24223 0.99802 0.0019807 3.652 
1 12794 0.62704 0.24854 0.99214 0.0078596 3.3476 
1 12795 0.62704 0.24854 0.99214 0.0078596 3.3476 
1 12796 0.62704 0.24854 0.99214 0.0078596 3.3476 
1 12797 0.63991 0.25457 0.99261 0.0073896 3.4017 
1 12798 0.63181 0.2636 0.99596 0.0040443 3.3908 
1 12799 0.6371 0.26404 0.9956 0.0043996 3.3941 
1 12800 0.63703 0.27297 0.98707 0.012931 3.1009 
1 12801 0.6589 0.27699 0.9932 0.006796 3.1576 
1 12802 0.6589 0.27699 0.9932 0.006796 3.1576 
1 12803 0.67694 0.2872 0.99294 0.0070641 2.8645 
1 12804 0.67694 0.2872 0.99294 0.0070641 2.8645 
1 12805 0.64285 0.30033 0.98859 0.011408 2.7198 
1 12806 0.65091 0.30156 0.99172 0.0082835 2.7448 
1 12807 0.65763 0.30197 0.99965 0.00035445 2.9209 
1 12808 0.64392 0.30199 0.99866 0.0013354 2.9708 
1 12809 0.62239 0.30701 0.99489 0.0051106 2.8598 
1 12810 0.63484 0.30996 0.9984 0.0015966 2.8668 
1 12811 0.63484 0.30996 0.9984 0.0015966 2.8668 
1 12812 0.63484 0.30996 0.9984 0.0015966 2.8668 
1 12813 0.64219 0.28876 0.98792 0.012078 2.8974 
1 12814 0.62927 0.28196 0.98395 0.016054 2.9101 
1 12815 0.63224 0.28318 0.98711 0.012894 2.9768 
1 12816 0.64462 0.2738 0.99277 0.0072272 3.2337 
1 12817 0.64462 0.2738 0.99277 0.0072272 3.2337 
1 12818 0.60793 0.27747 0.99233 0.0076677 3.1244 
1 12819 0.60793 0.27747 0.99233 0.0076677 3.1244 
1 12820 0.63163 0.28371 0.99742 0.0025778 3.2407 
1 12821 0.62864 0.28759 0.99635 0.0036462 3.1661 
1 12822 0.60902 0.29158 0.99789 0.0021059 3.1448 
1 12823 0.60902 0.29158 0.99789 0.0021059 3.1448 
1 12824 0.60968 0.29347 0.99423 0.0057656 3.0324 
1 12825 0.60941 0.31044 0.99715 0.0028495 2.8953 
1 12826 0.60902 0.3031 0.99883 0.0011716 3.0396 
1 12827 0.60177 0.315 0.99603 0.0039671 2.8068 
1 12828 0.60177 0.315 0.99603 0.0039671 2.8068 
1 12829 0.62688 0.30665 0.99978 0.00021542 2.9898 
1 12830 0.58287 0.30802 0.99997 3.0608e-05 2.9716 
1 12831 0.58631 0.3112 0.98999 0.010009 2.6833 
1 12832 0.61099 0.30392 0.97245 0.027549 2.2968 
1 12833 0.63154 0.29634 0.98127 0.018733 2.6238 
1 12834 0.63378 0.28343 0.98197 0.018028 2.8335 
1 12835 0.62623 0.27781 0.97741 0.022586 2.7896 
1 12836 0.62623 0.27781 0.97741 0.022586 2.7896 
1 12837 0.59412 0.2666 0.98094 0.019061 2.8323 
1 12838 0.57875 0.27276 0.99726 0.0027437 3.0045 
1 12839 0.6187 0.27032 0.99724 0.0027552 3.3269 
1 12840 0.6187 0.27032 0.99724 0.0027552 3.3269 
1 12841 0.6187 0.27032 0.99724 0.0027552 3.3269 
1 12842 0.59546 0.27861 0.98936 0.01064 2.9818 
1 12843 0.61661 0.28117 0.97324 0.026761 2.6315 
1 12844 0.61661 0.28117 0.97324 0.026761 2.6315 
1 12845 0.59967 0.27898 0.96749 0.032511 2.4639 
1 12846 0.59967 0.27898 0.96749 0.032511 2.4639 
1 12847 0.59967 0.27898 0.96749 0.032511 2.4639 
1 12848 0.61663 0.26392 0.97909 0.020912 2.943 
1 12849 0.62487 0.2625 0.99797 0.0020302 3.4122 
1 12850 0.67446 0.25964 0.99631 0.0036947 3.4288 
1 12851 0.67942 0.25412 0.99013 0.0098747 3.3226 
1 12852 0.64065 0.26778 0.99817 0.0018287 3.4283 
1 12853 0.64065 0.26778 0.99817 0.0018287 3.4283 
1 12854 0.61709 0.26569 0.99622 0.0037786 3.3249 
1 12855 0.61703 0.25921 0.99274 0.0072565 3.2663 
1 12856 0.60643 0.25062 0.992 0.0080045 3.1565 
1 12857 0.60643 0.25062 0.992 0.0080045 3.1565 
1 12858 0.61961 0.25368 0.98835 0.011653 3.2081 
1 12859 0.6028 0.25347 0.98911 0.010893 3.0817 
1 12860 0.6028 0.25347 0.98911 0.010893 3.0817 
1 12861 0.60801 0.24589 0.97564 0.024364 2.8667 
1 12862 0.61481 0.22812 0.97359 0.026405 2.8614 
1 12863 0.63808 0.224 0.99074 0.0092643 3.3646 
1 12864 0.63808 0.224 0.99074 0.0092643 3.3646 
1 12865 0.61098 0.23801 0.99578 0.00422 3.194 
1 12866 0.60882 0.23023 0.98884 0.011163 3.0034 
1 12867 0.6259 0.24133 0.9748 0.025203 3.0013 
1 12868 0.64236 0.23519 0.97077 0.029228 3.0284 
1 12869 0.64236 0.23519 0.97077 0.029228 3.0284 
1 12870 0.617 0.23389 0.99604 0.0039554 3.2456 
1 12871 0.60617 0.24622 0.98899 0.011011 3.0951 
1 12872 0.63276 0.24789 0.98946 0.010545 3.332 
1 12873 0.63276 0.24789 0.98946 0.010545 3.332 
