Chain iteration mu_1 sd_1 w_1 w_NS Prob 
1 4824 0.13427 0.64561 0.96416 0.035842 -6.964 
1 4825 0.11689 0.63313 0.97284 0.027158 -6.9119 
1 4826 0.11689 0.63313 0.97284 0.027158 -6.9119 
1 4827 0.10932 0.65417 0.96244 0.037557 -7.0086 
1 4828 0.082513 0.64383 0.9529 0.047099 -7.1006 
1 4829 0.12021 0.64914 0.96336 0.036636 -6.9841 
1 4830 0.12311 0.63735 0.98149 0.018514 -6.9094 
1 4831 0.12882 0.6324 0.97778 0.022224 -6.8975 
1 4832 0.10303 0.64034 0.97676 0.023239 -6.9224 
1 4833 0.10165 0.63126 0.98877 0.011232 -7.0316 
1 4834 0.073062 0.63484 0.98186 0.018141 -6.9996 
1 4835 0.075138 0.6254 0.97819 0.021812 -6.997 
1 4836 0.075138 0.6254 0.97819 0.021812 -6.997 
1 4837 0.089 0.62039 0.98674 0.013257 -7.0863 
1 4838 0.11237 0.62784 0.98479 0.015215 -6.9701 
1 4839 0.12554 0.62396 0.98164 0.018363 -6.9291 
1 4840 0.10895 0.62571 0.99113 0.0088725 -7.082 
1 4841 0.071683 0.63518 0.98695 0.01305 -7.0603 
1 4842 0.091401 0.64428 0.98661 0.013391 -6.979 
1 4843 0.091401 0.64428 0.98661 0.013391 -6.979 
1 4844 0.089732 0.6419 0.98913 0.010869 -7.0201 
1 4845 0.08522 0.63922 0.98624 0.013759 -7.0033 
1 4846 0.066856 0.64568 0.96612 0.033876 -6.9929 
1 4847 0.094835 0.64014 0.96672 0.033279 -6.9594 
1 4848 0.10584 0.65175 0.95714 0.042861 -7.0592 
1 4849 0.11663 0.64516 0.95583 0.044169 -7.0509 
1 4850 0.073534 0.63834 0.96059 0.039411 -7.0206 
1 4851 0.081188 0.64193 0.93925 0.06075 -7.2859 
1 4852 0.092904 0.63187 0.9281 0.071897 -7.4234 
1 4853 0.11499 0.63616 0.92927 0.070734 -7.4001 
1 4854 0.15178 0.63496 0.93393 0.066068 -7.3012 
1 4855 0.15632 0.6288 0.94719 0.052812 -7.0641 
1 4856 0.17048 0.60338 0.9455 0.054502 -7.0188 
1 4857 0.17579 0.60707 0.9465 0.0535 -7.0148 
1 4858 0.14919 0.59686 0.95313 0.046873 -6.9554 
1 4859 0.1388 0.59281 0.96547 0.034534 -6.917 
1 4860 0.1388 0.59281 0.96547 0.034534 -6.917 
1 4861 0.1238 0.59802 0.95318 0.046824 -6.9897 
1 4862 0.14898 0.59413 0.94518 0.054822 -7.0234 
1 4863 0.14246 0.59167 0.94656 0.053443 -7.0149 
1 4864 0.14246 0.59167 0.94656 0.053443 -7.0149 
1 4865 0.135 0.58955 0.945 0.054996 -7.038 
1 4866 0.16513 0.58787 0.95085 0.04915 -6.9442 
1 4867 0.16513 0.58787 0.95085 0.04915 -6.9442 
1 4868 0.18093 0.58737 0.94443 0.055574 -6.9825 
1 4869 0.20233 0.58443 0.93241 0.067594 -7.0922 
1 4870 0.18834 0.58139 0.93867 0.061327 -7.0218 
1 4871 0.17104 0.59076 0.94417 0.055834 -7.0024 
1 4872 0.16665 0.6049 0.92838 0.071621 -7.2507 
1 4873 0.16665 0.6049 0.92838 0.071621 -7.2507 
1 4874 0.14065 0.59637 0.93261 0.067386 -7.1896 
1 4875 0.10301 0.59696 0.93529 0.064709 -7.2099 
1 4876 0.11398 0.60249 0.94348 0.056521 -7.0996 
1 4877 0.11344 0.60105 0.95488 0.045117 -6.9935 
1 4878 0.1081 0.58792 0.956 0.043998 -7.0031 
1 4879 0.071265 0.5922 0.95384 0.046162 -7.0824 
1 4880 0.076643 0.59209 0.95688 0.043118 -7.0562 
1 4881 0.082431 0.5953 0.95369 0.046314 -7.058 
1 4882 0.060065 0.59468 0.96164 0.038358 -7.0741 
1 4883 0.068305 0.60264 0.95683 0.043173 -7.0569 
1 4884 0.07175 0.60362 0.9521 0.047897 -7.0821 
1 4885 0.07175 0.60362 0.9521 0.047897 -7.0821 
1 4886 0.036723 0.60607 0.952 0.048001 -7.1483 
1 4887 0.039933 0.60596 0.96702 0.032982 -7.0863 
1 4888 0.069585 0.60014 0.95651 0.043488 -7.0603 
1 4889 0.045695 0.59368 0.94511 0.05489 -7.2068 
1 4890 0.0091066 0.60854 0.93754 0.062462 -7.3748 
1 4891 0.0091066 0.60854 0.93754 0.062462 -7.3748 
1 4892 0.017524 0.60364 0.93576 0.064241 -7.3837 
1 4893 0.0089526 0.60709 0.94214 0.057861 -7.3139 
1 4894 0.0019361 0.60407 0.93143 0.068565 -7.489 
1 4895 0.0015587 0.60678 0.92957 0.07043 -7.521 
1 4896 0.05108 0.60291 0.92516 0.074845 -7.4723 
1 4897 0.048845 0.62082 0.92484 0.075158 -7.5132 
1 4898 0.02546 0.62048 0.9302 0.069802 -7.4642 
1 4899 0.02546 0.62048 0.9302 0.069802 -7.4642 
1 4900 0.0215 0.63509 0.94798 0.052019 -7.2161 
1 4901 0.055145 0.62341 0.94319 0.056809 -7.2164 
1 4902 0.029598 0.62179 0.94085 0.059148 -7.2903 
1 4903 0.039387 0.62399 0.93448 0.065525 -7.3726 
1 4904 0.0076109 0.62358 0.93184 0.068164 -7.4777 
1 4905 0.0076912 0.63527 0.92928 0.070715 -7.5388 
1 4906 0.033978 0.62604 0.93615 0.063851 -7.3576 
1 4907 0.005747 0.62868 0.94525 0.054755 -7.2751 
1 4908 0.029035 0.63363 0.94711 0.052888 -7.2148 
1 4909 0.013987 0.62336 0.94475 0.055249 -7.266 
1 4910 0.004178 0.62219 0.96606 0.033937 -7.1132 
1 4911 8.5309e-05 0.59999 0.98234 0.017663 -7.4461 
1 4912 0.03766 0.60028 0.99086 0.0091368 -7.5959 
1 4913 0.073845 0.60115 0.98987 0.01013 -7.3724 
1 4914 0.057406 0.5918 0.98685 0.013148 -7.4398 
1 4915 0.061923 0.60582 0.98593 0.014075 -7.2576 
1 4916 0.07246 0.59758 0.98288 0.017122 -7.215 
1 4917 0.072914 0.60609 0.99037 0.0096342 -7.344 
1 4918 0.071652 0.60024 0.98814 0.011863 -7.3337 
1 4919 0.10663 0.59658 0.99407 0.0059328 -7.4272 
1 4920 0.16428 0.59741 0.98907 0.01093 -7.0369 
1 4921 0.12769 0.60721 0.97901 0.020992 -6.9525 
1 4922 0.14799 0.59429 0.97078 0.029224 -6.903 
1 4923 0.15634 0.61326 0.95624 0.043764 -7.0506 
1 4924 0.16414 0.59309 0.97017 0.029831 -6.8755 
1 4925 0.11791 0.59552 0.9626 0.037401 -6.9535 
1 4926 0.11653 0.60244 0.96532 0.034675 -6.9422 
1 4927 0.10113 0.61553 0.96863 0.031373 -6.9477 
1 4928 0.097218 0.6137 0.97293 0.027065 -6.9621 
1 4929 0.12518 0.61341 0.97116 0.028843 -6.9127 
1 4930 0.14856 0.61789 0.96629 0.033706 -6.8954 
1 4931 0.13862 0.62164 0.96951 0.03049 -6.8956 
1 4932 0.11788 0.62184 0.9694 0.030602 -6.9188 
1 4933 0.13121 0.63031 0.98108 0.018921 -6.9054 
1 4934 0.12029 0.63309 0.9839 0.016101 -6.9332 
1 4935 0.13192 0.62362 0.9969 0.0030961 -7.1578 
1 4936 0.15947 0.63666 0.99438 0.0056231 -6.93 
1 4937 0.17896 0.63581 0.99514 0.004864 -6.9315 
1 4938 0.21463 0.61572 0.99526 0.0047411 -6.9167 
1 4939 0.21977 0.62067 0.99703 0.0029664 -6.9161 
1 4940 0.22506 0.60946 0.98573 0.01427 -6.8231 
1 4941 0.27658 0.60138 0.97641 0.023588 -6.7683 
1 4942 0.2856 0.59708 0.97074 0.029259 -6.7756 
1 4943 0.30148 0.59203 0.95856 0.04144 -6.8387 
1 4944 0.31026 0.59643 0.96247 0.037528 -6.8326 
1 4945 0.27194 0.59476 0.95683 0.043169 -6.8544 
1 4946 0.25944 0.59405 0.95585 0.044154 -6.8589 
1 4947 0.24984 0.58316 0.95712 0.042878 -6.8188 
1 4948 0.25096 0.57528 0.96042 0.039583 -6.784 
1 4949 0.25699 0.57709 0.95404 0.045961 -6.821 
1 4950 0.24129 0.56107 0.96106 0.038939 -6.7817 
1 4951 0.23773 0.55371 0.9599 0.040096 -6.7909 
1 4952 0.25077 0.55246 0.94488 0.055123 -6.8372 
1 4953 0.23004 0.54285 0.94625 0.053751 -6.8501 
1 4954 0.22923 0.54773 0.94883 0.051172 -6.8395 
1 4955 0.20665 0.55471 0.9449 0.055097 -6.9017 
1 4956 0.19756 0.56944 0.93418 0.06582 -7.0324 
1 4957 0.18323 0.57756 0.93729 0.062712 -7.0343 
1 4958 0.18323 0.57756 0.93729 0.062712 -7.0343 
1 4959 0.19305 0.56544 0.94086 0.059142 -6.9643 
1 4960 0.21459 0.5696 0.92664 0.073362 -7.1048 
1 4961 0.21445 0.57 0.90921 0.090793 -7.3547 
1 4962 0.21916 0.55933 0.9078 0.092204 -7.3272 
1 4963 0.21916 0.55933 0.9078 0.092204 -7.3272 
1 4964 0.2542 0.55558 0.91641 0.083592 -7.1391 
1 4965 0.27284 0.57354 0.91094 0.089056 -7.3063 
1 4966 0.27284 0.57354 0.91094 0.089056 -7.3063 
1 4967 0.27284 0.57354 0.91094 0.089056 -7.3063 
1 4968 0.25506 0.5861 0.91222 0.087776 -7.3622 
1 4969 0.28728 0.59497 0.9118 0.088203 -7.4289 
1 4970 0.28728 0.59497 0.9118 0.088203 -7.4289 
1 4971 0.28728 0.59497 0.9118 0.088203 -7.4289 
1 4972 0.29433 0.60693 0.91409 0.085909 -7.4807 
1 4973 0.32662 0.62192 0.91452 0.085483 -7.6248 
1 4974 0.31953 0.60906 0.92297 0.077033 -7.3872 
1 4975 0.32303 0.61326 0.94583 0.054167 -7.1098 
1 4976 0.32303 0.61326 0.94583 0.054167 -7.1098 
1 4977 0.33346 0.61669 0.95187 0.048134 -7.0757 
1 4978 0.35056 0.59535 0.95138 0.048615 -7.0122 
1 4979 0.39994 0.61157 0.96184 0.038161 -7.0615 
1 4980 0.36272 0.59773 0.94221 0.057795 -7.1115 
1 4981 0.33975 0.60856 0.9609 0.039099 -6.9386 
1 4982 0.32481 0.60518 0.96931 0.030686 -6.8331 
1 4983 0.33753 0.59659 0.97066 0.029337 -6.7973 
1 4984 0.30072 0.59798 0.96852 0.031481 -6.7932 
1 4985 0.29957 0.60885 0.96115 0.038853 -6.8928 
1 4986 0.29822 0.62123 0.96354 0.036459 -6.9319 
1 4987 0.26516 0.61938 0.9614 0.038597 -6.9146 
1 4988 0.30904 0.60321 0.94591 0.054087 -7.029 
1 4989 0.30717 0.58146 0.95924 0.040764 -6.793 
1 4990 0.29818 0.57425 0.95574 0.044259 -6.7903 
1 4991 0.31156 0.56084 0.95352 0.046485 -6.8212 
1 4992 0.32824 0.55084 0.9488 0.051203 -6.7564 
1 4993 0.33992 0.54781 0.94172 0.058279 -6.8016 
1 4994 0.3407 0.54664 0.94966 0.050345 -6.734 
1 4995 0.3852 0.54828 0.95439 0.045608 -6.7223 
1 4996 0.40261 0.54416 0.94133 0.05867 -6.8256 
1 4997 0.43678 0.54723 0.93023 0.069767 -7.0172 
1 4998 0.4456 0.54887 0.93514 0.06486 -6.991 
1 4999 0.4456 0.54887 0.93514 0.06486 -6.991 
1 5000 0.43907 0.52785 0.9333 0.066699 -6.8482 
1 5001 0.49076 0.5236 0.9364 0.063595 -6.9134 
1 5002 0.46202 0.56038 0.92549 0.074508 -7.2388 
1 5003 0.46368 0.57623 0.93102 0.068977 -7.311 
1 5004 0.44254 0.57473 0.93697 0.063026 -7.1659 
1 5005 0.43577 0.56602 0.94886 0.051135 -6.9513 
1 5006 0.41027 0.55798 0.94922 0.050776 -6.8467 
1 5007 0.40859 0.53312 0.94917 0.050834 -6.7043 
1 5008 0.38634 0.53373 0.96717 0.032834 -6.6146 
1 5009 0.36345 0.52322 0.95918 0.040824 -6.618 
1 5010 0.40296 0.52843 0.97986 0.020137 -6.6093 
1 5011 0.42163 0.52241 0.9765 0.023501 -6.5802 
1 5012 0.37565 0.52082 0.96476 0.03524 -6.5992 
1 5013 0.37568 0.51979 0.96089 0.039109 -6.6012 
1 5014 0.40275 0.52551 0.95611 0.043887 -6.6256 
1 5015 0.38643 0.52843 0.9548 0.045197 -6.6393 
1 5016 0.37012 0.54718 0.97261 0.027393 -6.6409 
1 5017 0.3627 0.55745 0.97037 0.029627 -6.6697 
1 5018 0.35116 0.54104 0.98546 0.014537 -6.7126 
1 5019 0.35379 0.54986 0.96845 0.03155 -6.6574 
1 5020 0.38651 0.54062 0.96121 0.038794 -6.652 
1 5021 0.42318 0.52537 0.97033 0.029669 -6.5859 
1 5022 0.40819 0.52901 0.97754 0.022456 -6.5984 
1 5023 0.40479 0.53512 0.97929 0.020708 -6.6132 
1 5024 0.44911 0.52977 0.98863 0.01137 -6.6147 
1 5025 0.42413 0.53126 0.9996 0.00040283 -6.7398 
1 5026 0.39079 0.52162 0.98867 0.011327 -6.706 
1 5027 0.39925 0.53071 0.99773 0.0022669 -6.7816 
1 5028 0.36529 0.53403 0.99584 0.0041639 -6.8441 
1 5029 0.36459 0.5274 0.98369 0.016315 -6.6961 
1 5030 0.36459 0.5274 0.98369 0.016315 -6.6961 
1 5031 0.40553 0.52474 0.97514 0.024864 -6.5915 
1 5032 0.41234 0.53042 0.98841 0.011585 -6.6469 
1 5033 0.38099 0.52202 0.99528 0.0047247 -6.8398 
1 5034 0.38533 0.51919 0.99857 0.0014252 -6.9158 
1 5035 0.37079 0.52413 0.97681 0.023187 -6.637 
1 5036 0.3564 0.51126 0.97319 0.026813 -6.6618 
1 5037 0.37843 0.50841 0.95634 0.043659 -6.5872 
1 5038 0.37811 0.48099 0.95566 0.04434 -6.5808 
1 5039 0.39478 0.47446 0.95629 0.043713 -6.5541 
1 5040 0.42157 0.47063 0.94956 0.050443 -6.5003 
1 5041 0.43945 0.47852 0.93601 0.063992 -6.5553 
1 5042 0.45388 0.48736 0.93672 0.063278 -6.5918 
1 5043 0.45388 0.48736 0.93672 0.063278 -6.5918 
1 5044 0.46545 0.49186 0.93246 0.067541 -6.6632 
1 5045 0.51614 0.49572 0.94444 0.055562 -6.6757 
1 5046 0.5068 0.48927 0.95603 0.043972 -6.5476 
1 5047 0.5137 0.48406 0.96212 0.037875 -6.5079 
1 5048 0.53444 0.47776 0.96285 0.037153 -6.5032 
1 5049 0.57501 0.4802 0.9656 0.034401 -6.6048 
1 5050 0.61257 0.47644 0.97233 0.02767 -6.6514 
1 5051 0.6048 0.47236 0.97307 0.02693 -6.5961 
1 5052 0.64877 0.4702 0.95509 0.044912 -6.8608 
1 5053 0.66013 0.46178 0.94061 0.059393 -6.9643 
1 5054 0.64584 0.45148 0.93451 0.065485 -6.8481 
1 5055 0.65921 0.44417 0.92293 0.077069 -6.9549 
1 5056 0.63081 0.43876 0.90371 0.09629 -6.9531 
1 5057 0.64257 0.43416 0.89266 0.10734 -7.0831 
1 5058 0.62382 0.4199 0.91523 0.084774 -6.6389 
1 5059 0.66197 0.42434 0.90819 0.091811 -6.9203 
1 5060 0.66197 0.42434 0.90819 0.091811 -6.9203 
1 5061 0.6893 0.42826 0.90465 0.095353 -7.1558 
1 5062 0.714 0.42861 0.89845 0.10155 -7.3933 
1 5063 0.714 0.42861 0.89845 0.10155 -7.3933 
1 5064 0.714 0.42861 0.89845 0.10155 -7.3933 
1 5065 0.71263 0.42318 0.91236 0.087641 -7.1801 
1 5066 0.71263 0.42318 0.91236 0.087641 -7.1801 
1 5067 0.75243 0.43155 0.91301 0.086992 -7.5679 
1 5068 0.77199 0.43281 0.91813 0.081865 -7.6977 
1 5069 0.76243 0.42493 0.91784 0.082162 -7.5346 
1 5070 0.76243 0.42493 0.91784 0.082162 -7.5346 
1 5071 0.76137 0.41766 0.91091 0.089088 -7.5203 
1 5072 0.71221 0.41808 0.93813 0.061873 -6.8978 
1 5073 0.71221 0.41808 0.93813 0.061873 -6.8978 
1 5074 0.71426 0.41157 0.94187 0.058128 -6.8219 
1 5075 0.69429 0.38812 0.92475 0.075245 -6.6208 
1 5076 0.70043 0.38318 0.92728 0.072716 -6.5967 
1 5077 0.70128 0.37763 0.9296 0.070397 -6.5405 
1 5078 0.70628 0.36373 0.93328 0.066716 -6.4452 
1 5079 0.71313 0.37896 0.94813 0.051869 -6.5225 
1 5080 0.70017 0.37378 0.93631 0.063688 -6.4696 
1 5081 0.68117 0.35815 0.94517 0.054834 -6.2665 
1 5082 0.70179 0.3602 0.92278 0.077219 -6.4512 
1 5083 0.68604 0.33307 0.92733 0.072665 -6.1959 
1 5084 0.65529 0.32926 0.9027 0.097298 -6.1762 
1 5085 0.64808 0.32261 0.89107 0.10893 -6.1879 
1 5086 0.63358 0.32785 0.8863 0.1137 -6.2193 
1 5087 0.5954 0.32115 0.89913 0.10087 -6.1325 
1 5088 0.60809 0.33428 0.8937 0.1063 -6.183 
1 5089 0.63424 0.33189 0.89474 0.10526 -6.19 
1 5090 0.62843 0.34226 0.88641 0.11359 -6.2927 
1 5091 0.62843 0.34226 0.88641 0.11359 -6.2927 
1 5092 0.66586 0.32773 0.90303 0.096969 -6.194 
1 5093 0.64189 0.3358 0.90315 0.096852 -6.1793 
1 5094 0.65747 0.32998 0.89656 0.10344 -6.2187 
1 5095 0.68356 0.33857 0.91017 0.089827 -6.284 
1 5096 0.68644 0.35121 0.91768 0.082322 -6.331 
1 5097 0.6624 0.36159 0.92681 0.073193 -6.2707 
1 5098 0.62877 0.36084 0.91726 0.082742 -6.2193 
1 5099 0.56293 0.34361 0.9136 0.086398 -6.1848 
1 5100 0.56942 0.33139 0.9039 0.096103 -6.1776 
1 5101 0.57053 0.34487 0.90773 0.092268 -6.1813 
1 5102 0.57053 0.34487 0.90773 0.092268 -6.1813 
1 5103 0.57053 0.34487 0.90773 0.092268 -6.1813 
1 5104 0.56968 0.34638 0.91302 0.086984 -6.1745 
1 5105 0.56777 0.34528 0.91841 0.081595 -6.1736 
1 5106 0.5326 0.34467 0.90409 0.095906 -6.2762 
1 5107 0.51998 0.36148 0.90026 0.099738 -6.3251 
1 5108 0.49922 0.33842 0.89193 0.10807 -6.436 
1 5109 0.49922 0.33842 0.89193 0.10807 -6.436 
1 5110 0.49922 0.33842 0.89193 0.10807 -6.436 
1 5111 0.50396 0.35211 0.89077 0.10923 -6.4027 
1 5112 0.51902 0.34632 0.90519 0.094813 -6.3189 
1 5113 0.52976 0.34513 0.91755 0.082447 -6.285 
1 5114 0.55681 0.34421 0.925 0.075003 -6.3419 
1 5115 0.53196 0.31747 0.91959 0.080406 -6.4111 
1 5116 0.54178 0.31205 0.92093 0.07907 -6.4003 
1 5117 0.55588 0.32568 0.91616 0.083836 -6.2331 
1 5118 0.56247 0.31941 0.91673 0.08327 -6.2289 
1 5119 0.56247 0.31941 0.91673 0.08327 -6.2289 
1 5120 0.58839 0.32164 0.90179 0.098213 -6.1383 
1 5121 0.54437 0.32238 0.91181 0.088193 -6.2821 
1 5122 0.56233 0.31362 0.90559 0.094405 -6.2218 
1 5123 0.57917 0.3202 0.91722 0.082783 -6.166 
1 5124 0.60854 0.31983 0.91144 0.08856 -6.0949 
1 5125 0.64558 0.31874 0.91572 0.084282 -6.0789 
1 5126 0.62828 0.31582 0.92 0.080004 -6.0749 
1 5127 0.634 0.3109 0.92266 0.077344 -6.0733 
1 5128 0.63757 0.31948 0.93071 0.06929 -6.091 
1 5129 0.6557 0.30899 0.93988 0.060125 -6.1274 
1 5130 0.6557 0.30899 0.93988 0.060125 -6.1274 
1 5131 0.66476 0.30066 0.93901 0.060994 -6.1281 
1 5132 0.65052 0.29962 0.94641 0.053591 -6.219 
1 5133 0.65052 0.29962 0.94641 0.053591 -6.219 
1 5134 0.65052 0.29962 0.94641 0.053591 -6.219 
1 5135 0.66403 0.31099 0.94189 0.058107 -6.1334 
1 5136 0.66403 0.31099 0.94189 0.058107 -6.1334 
1 5137 0.65794 0.31441 0.94545 0.054547 -6.1551 
1 5138 0.65992 0.30181 0.94703 0.052969 -6.1974 
1 5139 0.65992 0.30181 0.94703 0.052969 -6.1974 
1 5140 0.67507 0.30403 0.96219 0.037809 -6.3566 
1 5141 0.67507 0.30403 0.96219 0.037809 -6.3566 
1 5142 0.70603 0.30333 0.94381 0.05619 -6.1912 
1 5143 0.71923 0.29781 0.93168 0.068324 -6.1889 
1 5144 0.71755 0.31445 0.93807 0.06193 -6.2343 
1 5145 0.72806 0.32901 0.92501 0.074986 -6.3737 
1 5146 0.70429 0.31132 0.92015 0.079854 -6.1863 
1 5147 0.70429 0.31132 0.92015 0.079854 -6.1863 
1 5148 0.66655 0.31951 0.9129 0.087097 -6.1181 
1 5149 0.627 0.32493 0.91374 0.086261 -6.0897 
1 5150 0.62874 0.32182 0.91375 0.086255 -6.0834 
1 5151 0.6547 0.32998 0.92277 0.077235 -6.1138 
1 5152 0.64911 0.35081 0.91794 0.082058 -6.2072 
1 5153 0.66117 0.33477 0.92217 0.077827 -6.1453 
1 5154 0.66994 0.32458 0.91138 0.088616 -6.153 
1 5155 0.62418 0.32343 0.91857 0.08143 -6.0838 
1 5156 0.64048 0.31403 0.91344 0.086559 -6.0698 
1 5157 0.64426 0.30206 0.9144 0.085605 -6.0546 
1 5158 0.67504 0.29245 0.90257 0.097434 -6.0721 
1 5159 0.64088 0.29521 0.9079 0.092096 -6.0525 
1 5160 0.6376 0.29489 0.93921 0.060785 -6.2006 
1 5161 0.65384 0.29501 0.93874 0.061258 -6.1547 
1 5162 0.6974 0.29934 0.93853 0.061469 -6.1499 
1 5163 0.70925 0.2899 0.94788 0.05212 -6.2279 
1 5164 0.71355 0.29344 0.95405 0.04595 -6.2809 
1 5165 0.71051 0.29269 0.94804 0.051958 -6.2275 
1 5166 0.7078 0.28191 0.95347 0.046529 -6.306 
1 5167 0.7078 0.28191 0.95347 0.046529 -6.306 
1 5168 0.68993 0.28745 0.94496 0.055043 -6.1993 
1 5169 0.66189 0.29068 0.9585 0.041499 -6.4184 
1 5170 0.67159 0.29088 0.9677 0.032299 -6.5784 
1 5171 0.67156 0.2893 0.96738 0.032615 -6.5861 
1 5172 0.64707 0.28151 0.95916 0.040841 -6.5962 
1 5173 0.65742 0.26096 0.95085 0.049152 -6.5865 
1 5174 0.62679 0.25023 0.95741 0.042593 -7.2475 
1 5175 0.59683 0.24412 0.94034 0.059657 -7.1996 
1 5176 0.61642 0.24462 0.92052 0.079477 -6.5639 
1 5177 0.63852 0.24453 0.90982 0.090177 -6.2919 
1 5178 0.65216 0.2411 0.90675 0.093245 -6.2328 
1 5179 0.6486 0.24329 0.90147 0.098528 -6.2005 
1 5180 0.65715 0.24861 0.90223 0.097772 -6.1386 
1 5181 0.65715 0.24861 0.90223 0.097772 -6.1386 
1 5182 0.69627 0.24047 0.91176 0.08824 -6.1455 
1 5183 0.67759 0.23963 0.90855 0.091454 -6.1658 
1 5184 0.69752 0.23009 0.90846 0.091536 -6.1886 
1 5185 0.66753 0.25255 0.89912 0.10088 -6.0889 
1 5186 0.69287 0.25238 0.89271 0.10729 -6.0799 
1 5187 0.68376 0.25321 0.88817 0.11183 -6.0787 
1 5188 0.69747 0.26626 0.90486 0.095139 -6.0738 
1 5189 0.69747 0.26626 0.90486 0.095139 -6.0738 
1 5190 0.71077 0.25347 0.90272 0.097282 -6.1001 
1 5191 0.74959 0.26443 0.89601 0.10399 -6.293 
1 5192 0.74344 0.28281 0.90548 0.094524 -6.2936 
1 5193 0.76486 0.29058 0.91524 0.084762 -6.4406 
1 5194 0.7717 0.29418 0.92062 0.079382 -6.4919 
1 5195 0.74941 0.29197 0.91584 0.084163 -6.3385 
1 5196 0.73861 0.28499 0.92416 0.075838 -6.2362 
1 5197 0.70639 0.28909 0.9154 0.084599 -6.1234 
1 5198 0.69786 0.29914 0.90877 0.09123 -6.1419 
1 5199 0.68899 0.29117 0.91095 0.089053 -6.0871 
1 5200 0.64191 0.28166 0.93214 0.067856 -6.1828 
1 5201 0.64592 0.29376 0.9542 0.045799 -6.3763 
1 5202 0.6427 0.29394 0.96651 0.033493 -6.6724 
1 5203 0.67762 0.29831 0.97407 0.025927 -6.6459 
1 5204 0.67762 0.29831 0.97407 0.025927 -6.6459 
1 5205 0.67762 0.29831 0.97407 0.025927 -6.6459 
1 5206 0.68927 0.28298 0.97952 0.02048 -6.959 
1 5207 0.65879 0.28455 0.95985 0.040151 -6.5139 
1 5208 0.65081 0.28965 0.96685 0.033152 -6.6802 
1 5209 0.65081 0.28965 0.96685 0.033152 -6.6802 
1 5210 0.6209 0.2779 0.97781 0.022191 -7.6441 
1 5211 0.59635 0.27928 0.97839 0.021607 -8.007 
1 5212 0.59635 0.27928 0.97839 0.021607 -8.007 
1 5213 0.61584 0.28512 0.96824 0.031763 -7.0862 
1 5214 0.62817 0.28881 0.96664 0.033357 -6.8527 
1 5215 0.64181 0.28614 0.95959 0.040407 -6.5868 
1 5216 0.6867 0.28726 0.95852 0.041484 -6.3748 
1 5217 0.67639 0.28731 0.95206 0.047936 -6.2977 
1 5218 0.67639 0.28731 0.95206 0.047936 -6.2977 
1 5219 0.64429 0.31425 0.95442 0.045584 -6.2669 
1 5220 0.65793 0.31041 0.95016 0.049844 -6.2049 
1 5221 0.6737 0.32741 0.94211 0.057887 -6.1481 
1 5222 0.69735 0.31615 0.94979 0.050214 -6.2042 
1 5223 0.72019 0.32106 0.9373 0.062699 -6.2695 
1 5224 0.73725 0.3111 0.93909 0.060905 -6.3119 
1 5225 0.746 0.31233 0.94108 0.058916 -6.3628 
1 5226 0.72283 0.30917 0.92595 0.074048 -6.2449 
1 5227 0.71569 0.31314 0.93292 0.067078 -6.2219 
1 5228 0.74855 0.31958 0.93884 0.061161 -6.4111 
1 5229 0.73807 0.31243 0.92191 0.078086 -6.3536 
1 5230 0.7414 0.30672 0.92565 0.074353 -6.333 
1 5231 0.74088 0.29977 0.92332 0.076676 -6.3031 
1 5232 0.74088 0.29977 0.92332 0.076676 -6.3031 
1 5233 0.76678 0.31327 0.91283 0.087168 -6.6047 
1 5234 0.76962 0.31567 0.93449 0.065511 -6.5458 
1 5235 0.76724 0.32394 0.92902 0.07098 -6.5971 
1 5236 0.76724 0.32394 0.92902 0.07098 -6.5971 
1 5237 0.78061 0.33173 0.92443 0.075565 -6.7878 
1 5238 0.77963 0.32222 0.94571 0.054293 -6.6284 
1 5239 0.79648 0.3232 0.94546 0.054536 -6.7761 
1 5240 0.81586 0.31474 0.9433 0.056701 -6.9199 
1 5241 0.84756 0.31134 0.93266 0.067344 -7.3055 
1 5242 0.80816 0.31387 0.93266 0.067344 -6.8826 
1 5243 0.80651 0.30147 0.92116 0.078844 -6.8445 
1 5244 0.8131 0.30577 0.91255 0.087445 -6.9926 
1 5245 0.80315 0.29893 0.90696 0.093041 -6.8753 
1 5246 0.78758 0.3261 0.92599 0.074014 -6.8009 
1 5247 0.78767 0.34104 0.94702 0.052983 -6.8005 
1 5248 0.76638 0.332 0.95042 0.049581 -6.5708 
1 5249 0.79733 0.32036 0.94635 0.053651 -6.7656 
1 5250 0.78859 0.33448 0.9509 0.049101 -6.7546 
1 5251 0.76253 0.33264 0.95059 0.049409 -6.5472 
1 5252 0.75992 0.32817 0.94417 0.05583 -6.5176 
1 5253 0.75163 0.31555 0.96668 0.033322 -6.4679 
1 5254 0.75014 0.31198 0.95139 0.048606 -6.3939 
1 5255 0.75014 0.31198 0.95139 0.048606 -6.3939 
1 5256 0.77652 0.31853 0.94847 0.051533 -6.5822 
1 5257 0.76487 0.32158 0.94426 0.055739 -6.518 
1 5258 0.76487 0.32158 0.94426 0.055739 -6.518 
1 5259 0.74903 0.33951 0.94139 0.058614 -6.5158 
1 5260 0.75044 0.34091 0.94545 0.054553 -6.5219 
1 5261 0.71063 0.33982 0.93889 0.061111 -6.303 
