mu_1 sd_1 w_1 mu_2 sd_2 w_2 w_NS
0 3855 0.522912 0.757893 0.955375 0.044625 -8.90287
0 3856 0.499629 0.763709 0.930652 0.0693484 -9.20666
0 3857 0.523062 0.760542 0.936908 0.063092 -9.19172
0 3858 0.524751 0.756221 0.942397 0.0576034 -9.0816
0 3859 0.506741 0.766978 0.95388 0.0461202 -8.96462
0 3860 0.522094 0.772811 0.962425 0.0375746 -8.94913
0 3861 0.543853 0.764046 0.956398 0.0436016 -9.06203
0 3862 0.519771 0.764011 0.952877 0.0471228 -8.97803
0 3863 0.502385 0.750783 0.974612 0.025388 -8.47239
0 3864 0.494906 0.742287 0.967367 0.0326332 -8.46171
0 3865 0.484972 0.738187 0.974367 0.0256335 -8.28263
0 3866 0.507336 0.73888 0.989306 0.0106942 -8.19601
0 3867 0.528534 0.725946 0.991293 0.00870747 -8.15811
0 3868 0.539834 0.712672 0.987996 0.0120044 -8.14466
0 3869 0.537375 0.717588 0.977296 0.0227039 -8.31244
0 3870 0.535525 0.706466 0.988532 0.0114683 -8.0615
0 3871 0.535525 0.706466 0.988532 0.0114683 -8.0615
0 3872 0.542904 0.703895 0.993562 0.00643831 -8.01523
0 3873 0.560988 0.695403 0.989444 0.0105564 -8.08334
0 3874 0.544666 0.693126 0.992594 0.00740566 -7.94158
0 3875 0.519174 0.672771 0.991804 0.0081963 -7.65161
0 3876 0.508703 0.666245 0.993883 0.0061174 -7.52766
0 3877 0.506587 0.664938 0.994345 0.00565529 -7.50289
0 3878 0.503076 0.669538 0.99565 0.00434979 -7.51171
0 3879 0.498455 0.678939 0.995832 0.00416761 -7.56665
0 3880 0.468318 0.670111 0.987441 0.0125589 -7.46085
0 3881 0.441311 0.679639 0.984387 0.0156126 -7.4689
0 3882 0.490558 0.67006 0.990845 0.00915541 -7.53809
0 3883 0.488239 0.684297 0.985297 0.0147028 -7.68599
0 3884 0.498052 0.69383 0.991089 0.00891114 -7.74231
0 3885 0.492298 0.682629 0.994869 0.00513109 -7.58076
0 3886 0.48891 0.674739 0.993945 0.00605467 -7.51189
0 3887 0.508037 0.673321 0.988276 0.0117244 -7.64551
0 3888 0.508037 0.673321 0.988276 0.0117244 -7.64551
0 3889 0.509317 0.669102 0.993282 0.00671777 -7.55772
0 3890 0.503839 0.671925 0.986877 0.0131231 -7.63073
0 3891 0.525315 0.67621 0.992479 0.00752071 -7.70184
0 3892 0.525315 0.67621 0.992479 0.00752071 -7.70184
0 3893 0.522345 0.672655 0.991972 0.00802782 -7.6634
0 3894 0.538979 0.683908 0.999581 0.000419062 -7.75419
0 3895 0.547954 0.696231 0.999869 0.000131159 -7.90088
0 3896 0.57982 0.704863 0.999478 0.000521778 -8.14877
0 3897 0.57982 0.704863 0.999478 0.000521778 -8.14877
0 3898 0.604851 0.701189 0.999995 5.48411e-06 -8.25161
0 3899 0.587302 0.701475 0.995982 0.00401753 -8.20167
0 3900 0.618799 0.704905 0.992199 0.00780108 -8.45855
0 3901 0.608528 0.706925 0.994178 0.00582174 -8.39246
0 3902 0.608528 0.706925 0.994178 0.00582174 -8.39246
0 3903 0.610705 0.698273 0.98877 0.0112302 -8.39313
0 3904 0.624517 0.698572 0.982213 0.0177866 -8.55715
0 3905 0.608485 0.708982 0.990153 0.00984651 -8.45923
0 3906 0.623854 0.696885 0.995375 0.00462489 -8.37939
0 3907 0.623854 0.696885 0.995375 0.00462489 -8.37939
0 3908 0.623854 0.696885 0.995375 0.00462489 -8.37939
0 3909 0.623854 0.696885 0.995375 0.00462489 -8.37939
0 3910 0.637321 0.683033 0.976071 0.0239286 -8.56751
0 3911 0.648043 0.69459 0.985194 0.0148063 -8.62772
0 3912 0.627339 0.689675 0.99204 0.00795992 -8.37525
0 3913 0.627339 0.689675 0.99204 0.00795992 -8.37525
0 3914 0.625645 0.690581 0.987354 0.0126461 -8.4291
0 3915 0.625645 0.690581 0.987354 0.0126461 -8.4291
0 3916 0.596584 0.676526 0.978402 0.0215981 -8.24038
0 3917 0.599444 0.670104 0.975817 0.0241829 -8.22877
0 3918 0.599813 0.659085 0.970431 0.0295692 -8.19405
0 3919 0.599813 0.659085 0.970431 0.0295692 -8.19405
0 3920 0.595242 0.657013 0.981231 0.0187694 -8.0195
0 3921 0.612187 0.644631 0.987352 0.0126477 -7.93178
0 3922 0.586658 0.647869 0.993115 0.00688545 -7.75626
0 3923 0.603985 0.642121 0.989741 0.010259 -7.83611
0 3924 0.596039 0.647558 0.994109 0.00589052 -7.78932
0 3925 0.559216 0.645527 0.986433 0.0135672 -7.66667
0 3926 0.539153 0.642155 0.991589 0.00841076 -7.50865
0 3927 0.54388 0.628005 0.990847 0.00915277 -7.39794
0 3928 0.551329 0.619221 0.987698 0.0123017 -7.38888
0 3929 0.553047 0.621954 0.978007 0.0219931 -7.54103
0 3930 0.556691 0.608849 0.990234 0.00976572 -7.3029
0 3931 0.526921 0.607555 0.998729 0.00127066 -7.10209
0 3932 0.517417 0.616645 0.996972 0.00302795 -7.14578
0 3933 0.513407 0.617801 0.990518 0.00948167 -7.19238
0 3934 0.524334 0.609071 0.979356 0.0206437 -7.26949
0 3935 0.525987 0.627008 0.976183 0.0238167 -7.45606
0 3936 0.525987 0.627008 0.976183 0.0238167 -7.45606
0 3937 0.521903 0.63151 0.986935 0.0130648 -7.36928
0 3938 0.512034 0.622811 0.981807 0.0181934 -7.30852
0 3939 0.547791 0.607642 0.982311 0.0176891 -7.34949
0 3940 0.576722 0.603031 0.981868 0.0181325 -7.42759
0 3941 0.582187 0.597692 0.981578 0.0184221 -7.41062
0 3942 0.591007 0.585875 0.991619 0.00838051 -7.26044
0 3943 0.604617 0.569388 0.995734 0.00426559 -7.15935
0 3944 0.606858 0.562071 0.997269 0.002731 -7.10252
0 3945 0.604766 0.575065 0.994366 0.00563398 -7.23149
0 3946 0.568796 0.583605 0.991519 0.00848058 -7.14316
0 3947 0.582686 0.578838 0.98021 0.0197901 -7.26332
0 3948 0.549936 0.58047 0.985479 0.0145212 -7.08907
0 3949 0.570289 0.57759 0.991929 0.00807067 -7.09969
0 3950 0.544433 0.575068 0.980331 0.0196689 -7.06753
0 3951 0.538433 0.576105 0.988154 0.0118461 -6.99332
0 3952 0.540772 0.579914 0.992104 0.0078961 -7.00165
0 3953 0.527254 0.58979 0.986605 0.0133953 -7.06467
0 3954 0.549135 0.595151 0.982234 0.0177663 -7.23077
0 3955 0.552648 0.590422 0.985135 0.0148648 -7.18154
0 3956 0.509042 0.582879 0.990238 0.00976214 -6.92917
0 3957 0.46556 0.562633 0.979159 0.0208405 -6.75678
0 3958 0.438335 0.559906 0.983423 0.0165772 -6.68749
0 3959 0.41128 0.578505 0.973458 0.0265424 -6.77993
0 3960 0.386445 0.583661 0.959936 0.0400637 -6.86896
0 3961 0.362104 0.586359 0.957739 0.0422612 -6.87033
0 3962 0.375388 0.608932 0.958618 0.0413821 -7.02437
0 3963 0.334478 0.599887 0.967465 0.0325352 -6.83072
0 3964 0.343135 0.604374 0.96834 0.0316603 -6.85604
0 3965 0.330533 0.600083 0.957854 0.0421457 -6.90798
0 3966 0.362734 0.594808 0.957812 0.0421883 -6.92012
0 3967 0.359392 0.599031 0.950399 0.0496006 -7.01807
0 3968 0.365926 0.588064 0.945847 0.0541533 -7.00662
0 3969 0.377936 0.584528 0.949142 0.0508583 -6.96662
0 3970 0.377936 0.584528 0.949142 0.0508583 -6.96662
0 3971 0.405785 0.577946 0.957721 0.0422794 -6.88713
0 3972 0.41767 0.585309 0.947431 0.0525687 -7.06759
0 3973 0.411428 0.590673 0.959212 0.0407883 -6.96848
0 3974 0.371934 0.596929 0.963606 0.0363942 -6.89364
0 3975 0.36502 0.588889 0.954982 0.0450176 -6.91489
0 3976 0.36502 0.588889 0.954982 0.0450176 -6.91489
0 3977 0.36502 0.588889 0.954982 0.0450176 -6.91489
0 3978 0.383946 0.588989 0.953438 0.0465616 -6.96125
0 3979 0.374197 0.596844 0.950685 0.0493148 -7.02542
0 3980 0.410892 0.591594 0.969115 0.0308853 -6.88473
0 3981 0.379646 0.58835 0.957826 0.0421744 -6.90688
0 3982 0.376332 0.58792 0.95093 0.0490698 -6.96737
0 3983 0.392124 0.573217 0.946514 0.0534863 -6.94222
0 3984 0.403437 0.587384 0.951172 0.0488276 -7.01102
0 3985 0.406894 0.593615 0.951592 0.0484083 -7.05863
0 3986 0.395685 0.606815 0.947736 0.0522638 -7.17569
0 3987 0.362594 0.598239 0.94564 0.0543597 -7.0724
0 3988 0.347087 0.586682 0.944006 0.0559942 -6.99461
0 3989 0.368263 0.568474 0.943523 0.0564772 -6.91127
0 3990 0.375975 0.567378 0.930426 0.0695745 -7.06222
0 3991 0.380082 0.559219 0.938254 0.0617462 -6.92272
0 3992 0.380082 0.559219 0.938254 0.0617462 -6.92272
0 3993 0.380082 0.559219 0.938254 0.0617462 -6.92272
0 3994 0.338953 0.551162 0.942431 0.0575687 -6.80995
0 3995 0.338953 0.551162 0.942431 0.0575687 -6.80995
0 3996 0.343033 0.55237 0.940214 0.0597858 -6.8378
0 3997 0.368915 0.571562 0.931988 0.068012 -7.10866
0 3998 0.342823 0.579377 0.927745 0.0722548 -7.1387
0 3999 0.341939 0.578699 0.931923 0.0680775 -7.07959
0 4000 0.324784 0.580716 0.944703 0.0552969 -6.92833
0 4001 0.310977 0.58519 0.939635 0.0603655 -6.9997
0 4002 0.335039 0.583244 0.924496 0.0755043 -7.2002
0 4003 0.335039 0.583244 0.924496 0.0755043 -7.2002
0 4004 0.3506 0.56475 0.916095 0.0839049 -7.20158
0 4005 0.326982 0.54852 0.918802 0.0811975 -7.0535
0 4006 0.367108 0.524408 0.911489 0.0885112 -7.01073
0 4007 0.377415 0.51887 0.921476 0.0785238 -6.86567
0 4008 0.362688 0.527134 0.936809 0.0631912 -6.75535
0 4009 0.362627 0.515809 0.932028 0.0679718 -6.74911
0 4010 0.386366 0.507778 0.937559 0.0624411 -6.66752
0 4011 0.385521 0.501785 0.951291 0.0487088 -6.57972
0 4012 0.37461 0.484027 0.939985 0.0600147 -6.6027
0 4013 0.386861 0.474852 0.92646 0.0735401 -6.63851
0 4014 0.369345 0.461632 0.927303 0.0726968 -6.64418
0 4015 0.373071 0.464651 0.935476 0.0645238 -6.60689
0 4016 0.400691 0.467316 0.937307 0.0626927 -6.55102
0 4017 0.41181 0.46365 0.940311 0.0596892 -6.52143
0 4018 0.394275 0.465195 0.948237 0.051763 -6.54764
0 4019 0.366401 0.471427 0.919675 0.0803255 -6.70755
0 4020 0.354854 0.481431 0.904282 0.0957176 -6.89449
0 4021 0.382166 0.486876 0.927894 0.0721062 -6.66711
0 4022 0.405724 0.501105 0.930342 0.0696582 -6.69372
0 4023 0.392293 0.494887 0.935912 0.0640884 -6.63191
0 4024 0.359021 0.491943 0.945501 0.0544993 -6.61748
0 4025 0.332757 0.496904 0.935783 0.064217 -6.7012
0 4026 0.332757 0.496904 0.935783 0.064217 -6.7012
0 4027 0.31693 0.512002 0.931739 0.0682612 -6.77637
0 4028 0.295357 0.512078 0.932668 0.0673319 -6.80108
0 4029 0.295357 0.512078 0.932668 0.0673319 -6.80108
0 4030 0.295707 0.49583 0.944569 0.0554309 -6.74883
0 4031 0.300103 0.491888 0.949996 0.0500036 -6.74617
0 4032 0.318835 0.498608 0.969794 0.0302057 -6.78475
0 4033 0.309721 0.517586 0.994916 0.0050836 -7.23587
0 4034 0.312202 0.520935 0.985323 0.0146771 -6.91812
0 4035 0.286817 0.534783 0.979009 0.020991 -6.82556
0 4036 0.304042 0.560411 0.957375 0.0426248 -6.73758
0 4037 0.317141 0.577691 0.976904 0.0230958 -6.71243
0 4038 0.301541 0.577253 0.97482 0.0251803 -6.72056
0 4039 0.319156 0.581693 0.982403 0.0175974 -6.72044
0 4040 0.307239 0.570555 0.979085 0.0209152 -6.71461
0 4041 0.307239 0.570555 0.979085 0.0209152 -6.71461
0 4042 0.343001 0.573488 0.973483 0.0265172 -6.70483
0 4043 0.324262 0.57967 0.970969 0.0290312 -6.72833
0 4044 0.309193 0.589366 0.988128 0.0118718 -6.74844
0 4045 0.309193 0.589366 0.988128 0.0118718 -6.74844
0 4046 0.295275 0.594889 0.977518 0.0224818 -6.74953
0 4047 0.288579 0.609887 0.964892 0.0351079 -6.85847
0 4048 0.297168 0.61159 0.96436 0.0356402 -6.87636
0 4049 0.280465 0.606114 0.970141 0.029859 -6.8056
0 4050 0.264885 0.601086 0.960098 0.039902 -6.85078
0 4051 0.247712 0.594079 0.959847 0.0401526 -6.83031
0 4052 0.24394 0.58722 0.959896 0.0401042 -6.87669
0 4053 0.242682 0.59209 0.968799 0.0312008 -6.78497
0 4054 0.243452 0.599353 0.968524 0.0314756 -6.86001
0 4055 0.274232 0.60173 0.969354 0.0306455 -6.85384
0 4056 0.282628 0.610339 0.96174 0.0382596 -6.9313
0 4057 0.307183 0.598291 0.956862 0.0431383 -6.88601
0 4058 0.331991 0.604552 0.974583 0.0254167 -6.80377
0 4059 0.351075 0.609108 0.975423 0.0245768 -6.83911
0 4060 0.368693 0.601115 0.980634 0.019366 -6.79395
0 4061 0.357779 0.598671 0.980565 0.0194349 -6.77342
0 4062 0.376303 0.586953 0.973384 0.026616 -6.77623
0 4063 0.360814 0.59402 0.964852 0.0351477 -6.89267
0 4064 0.346594 0.571862 0.953301 0.0466988 -6.81675
0 4065 0.342429 0.578935 0.9464 0.0535996 -6.91568
0 4066 0.342429 0.578935 0.9464 0.0535996 -6.91568
0 4067 0.326435 0.577302 0.967534 0.0324663 -6.73527
0 4068 0.31123 0.577916 0.976012 0.0239884 -6.7157
0 4069 0.301386 0.574143 0.972143 0.0278569 -6.71787
0 4070 0.322894 0.568276 0.973133 0.0268672 -6.69761
0 4071 0.322894 0.568276 0.973133 0.0268672 -6.69761
0 4072 0.311124 0.573592 0.975266 0.0247339 -6.71019
0 4073 0.31592 0.585178 0.982949 0.0170514 -6.72674
0 4074 0.33375 0.57919 0.994991 0.00500931 -6.76891
0 4075 0.326622 0.572476 0.978189 0.0218108 -6.70058
0 4076 0.326622 0.572476 0.978189 0.0218108 -6.70058
0 4077 0.314747 0.592256 0.965656 0.0343435 -6.79533
0 4078 0.322761 0.584599 0.969267 0.0307333 -6.74993
0 4079 0.3027 0.572422 0.973006 0.0269936 -6.7139
0 4080 0.297474 0.574624 0.982239 0.0177615 -6.73626
0 4081 0.297474 0.574624 0.982239 0.0177615 -6.73626
0 4082 0.286193 0.569751 0.977834 0.0221658 -6.73496
0 4083 0.285298 0.585926 0.975115 0.0248849 -6.74083
0 4084 0.301192 0.584829 0.969647 0.0303534 -6.74675
0 4085 0.301192 0.584829 0.969647 0.0303534 -6.74675
0 4086 0.301192 0.584829 0.969647 0.0303534 -6.74675
0 4087 0.302497 0.594333 0.980739 0.0192606 -6.74394
0 4088 0.307485 0.600368 0.971064 0.0289357 -6.79071
0 4089 0.329468 0.620296 0.970309 0.0296905 -6.90567
0 4090 0.316377 0.609224 0.955818 0.0441818 -6.96274
0 4091 0.304787 0.601873 0.959381 0.0406195 -6.8791
0 4092 0.268933 0.615092 0.980886 0.0191143 -6.78939
0 4093 0.245329 0.62603 0.98785 0.0121498 -6.81248
0 4094 0.25791 0.631603 0.986365 0.0136355 -6.80833
0 4095 0.234393 0.642674 0.980847 0.019153 -6.85401
0 4096 0.200985 0.626651 0.981103 0.0188966 -6.83207
0 4097 0.180906 0.636901 0.973991 0.0260087 -6.86906
0 4098 0.196791 0.619862 0.957568 0.0424317 -6.91646
0 4099 0.178717 0.605795 0.949909 0.0500909 -7.03411
0 4100 0.200111 0.605241 0.938962 0.0610381 -7.08728
0 4101 0.200111 0.605241 0.938962 0.0610381 -7.08728
0 4102 0.208573 0.606351 0.939509 0.0604913 -7.13666
0 4103 0.207204 0.590835 0.950954 0.0490461 -6.90771
0 4104 0.204188 0.593356 0.964616 0.0353843 -6.82993
0 4105 0.185328 0.603119 0.964979 0.0350208 -6.85481
0 4106 0.158471 0.611257 0.946372 0.0536275 -7.03926
0 4107 0.171897 0.618626 0.950491 0.0495087 -7.04466
0 4108 0.159428 0.6232 0.946216 0.0537842 -7.07804
0 4109 0.159428 0.6232 0.946216 0.0537842 -7.07804
0 4110 0.141282 0.628949 0.953862 0.0461376 -7.01602
0 4111 0.141282 0.628949 0.953862 0.0461376 -7.01602
0 4112 0.10511 0.620352 0.952568 0.0474317 -7.03938
0 4113 0.130988 0.626057 0.960251 0.0397486 -6.95683
0 4114 0.130988 0.626057 0.960251 0.0397486 -6.95683
0 4115 0.1476 0.612147 0.957848 0.0421516 -6.94016
0 4116 0.142757 0.600748 0.943534 0.0564657 -7.06043
0 4117 0.121207 0.602659 0.949886 0.0501138 -7.02387
0 4118 0.153882 0.609331 0.963647 0.0363533 -6.89586
0 4119 0.138034 0.603338 0.973305 0.0266951 -6.91095
0 4120 0.130854 0.603813 0.971088 0.0289125 -6.9174
0 4121 0.143103 0.61844 0.975961 0.0240391 -6.88728
0 4122 0.176179 0.624224 0.960186 0.039814 -6.92958
0 4123 0.183595 0.616348 0.956669 0.0433315 -6.93596
0 4124 0.17654 0.628374 0.953816 0.0461837 -6.99184
0 4125 0.145307 0.633202 0.954074 0.0459264 -7.02436
0 4126 0.146095 0.637426 0.963494 0.0365062 -6.94584
0 4127 0.162561 0.648859 0.976688 0.0233125 -6.88539
0 4128 0.173205 0.629051 0.972123 0.0278765 -6.92823
0 4129 0.16577 0.632554 0.947452 0.0525477 -7.09578
0 4130 0.16577 0.632554 0.947452 0.0525477 -7.09578
0 4131 0.138872 0.64333 0.947163 0.0528371 -7.1463
0 4132 0.113601 0.642501 0.946202 0.0537984 -7.16473
0 4133 0.118142 0.646112 0.959347 0.0406527 -7.01544
0 4134 0.0958052 0.646978 0.951465 0.0485355 -7.11804
0 4135 0.0810607 0.629621 0.953887 0.0461131 -7.06454
0 4136 0.0804862 0.627308 0.946723 0.0532766 -7.1435
0 4137 0.0804862 0.627308 0.946723 0.0532766 -7.1435
0 4138 0.0847133 0.63327 0.95431 0.0456896 -7.06237
0 4139 0.0873778 0.617833 0.964173 0.0358266 -6.97704
0 4140 0.109329 0.61289 0.984305 0.0156954 -7.03134
0 4141 0.101422 0.609786 0.988728 0.0112715 -7.15724
0 4142 0.124551 0.61192 0.992374 0.00762625 -7.14913
0 4143 0.124551 0.61192 0.992374 0.00762625 -7.14913
0 4144 0.114964 0.59955 0.978419 0.0215814 -7.00517
0 4145 0.114459 0.587523 0.985486 0.0145145 -7.20247
0 4146 0.110886 0.587986 0.982089 0.0179108 -7.13663
0 4147 0.10602 0.594034 0.989532 0.0104675 -7.29285
0 4148 0.106343 0.5816 0.99005 0.00994969 -7.44235
0 4149 0.0863352 0.581731 0.958364 0.0416364 -7.05445
0 4150 0.101206 0.575898 0.960266 0.0397343 -7.03583
0 4151 0.0582072 0.567964 0.942041 0.0579587 -7.24824
0 4152 0.0371433 0.567495 0.926007 0.0739933 -7.50187
0 4153 0.0276573 0.574466 0.954578 0.0454222 -7.24591
0 4154 0.0337744 0.583999 0.961655 0.0383446 -7.18325
0 4155 0.0636702 0.5822 0.965508 0.0344921 -7.12008
0 4156 0.0640688 0.59065 0.957278 0.0427219 -7.08611
0 4157 0.0559939 0.604426 0.972221 0.0277792 -7.07604
0 4158 0.0352564 0.608071 0.959314 0.040686 -7.10137
0 4159 0.051545 0.606391 0.957579 0.0424214 -7.07994
0 4160 0.02109 0.606691 0.955222 0.0447781 -7.15752
0 4161 0.02109 0.606691 0.955222 0.0447781 -7.15752
0 4162 0.02109 0.606691 0.955222 0.0447781 -7.15752
0 4163 0.0354333 0.608281 0.957887 0.0421134 -7.10746
0 4164 0.0195977 0.599678 0.953014 0.0469857 -7.18881
0 4165 0.0130998 0.574379 0.94992 0.0500799 -7.30768
0 4166 0.0130998 0.574379 0.94992 0.0500799 -7.30768
0 4167 0.0630773 0.567931 0.94512 0.0548798 -7.21147
0 4168 0.0525805 0.575288 0.9533 0.0467001 -7.17467
0 4169 0.0447718 0.569727 0.950347 0.0496531 -7.22854
0 4170 0.0447718 0.569727 0.950347 0.0496531 -7.22854
0 4171 0.0416382 0.587851 0.937232 0.0627681 -7.3109
0 4172 0.0303451 0.580812 0.943356 0.0566439 -7.28415
0 4173 0.0190946 0.574964 0.942647 0.0573531 -7.33997
0 4174 0.0144374 0.588197 0.960832 0.0391681 -7.21566
0 4175 0.0111076 0.603169 0.94758 0.0524196 -7.25001
0 4176 0.0314751 0.581122 0.930389 0.0696113 -7.43783
0 4177 0.0240113 0.594923 0.926808 0.073192 -7.50639
0 4178 0.0240113 0.594923 0.926808 0.073192 -7.50639
0 4179 0.00385252 0.597821 0.896586 0.103414 -8.15401
0 4180 0.00758378 0.583616 0.902937 0.0970627 -8.00122
0 4181 0.0245732 0.594462 0.906362 0.0936378 -7.87916
0 4182 0.0234961 0.602552 0.905258 0.0947421 -7.91503
0 4183 0.0265677 0.587224 0.890048 0.109952 -8.20053
0 4184 0.0265677 0.587224 0.890048 0.109952 -8.20053
0 4185 0.0357955 0.578347 0.889905 0.110095 -8.16032
0 4186 0.0593225 0.583214 0.90264 0.0973603 -7.83156
0 4187 0.0478949 0.581542 0.898907 0.101093 -7.93924
0 4188 0.0391046 0.585518 0.903378 0.0966221 -7.88344
0 4189 0.0329524 0.583979 0.904911 0.0950892 -7.8733
0 4190 0.0431943 0.596407 0.908567 0.0914329 -7.78237
0 4191 0.0569669 0.612567 0.913438 0.0865624 -7.68664
0 4192 0.0665765 0.617586 0.911793 0.0882066 -7.71254
0 4193 0.0841443 0.602401 0.91234 0.0876599 -7.62413
0 4194 0.0719839 0.61739 0.914188 0.085812 -7.65635
0 4195 0.0506685 0.605764 0.898519 0.101481 -7.98
0 4196 0.0545974 0.60676 0.897133 0.102867 -8.00029
0 4197 0.0350244 0.58797 0.895739 0.104261 -8.05223
0 4198 0.00848022 0.585771 0.912534 0.0874661 -7.80945
0 4199 0.0424322 0.58063 0.927652 0.0723479 -7.44688
0 4200 0.0409263 0.571904 0.929846 0.0701544 -7.42905
0 4201 0.0245691 0.577528 0.933326 0.0666744 -7.4228
0 4202 0.0146604 0.566509 0.938971 0.0610291 -7.41789
0 4203 0.0380378 0.570698 0.925876 0.0741245 -7.49566
0 4204 0.0404887 0.576879 0.915815 0.0841854 -7.64525
0 4205 0.0631987 0.576758 0.927975 0.0720253 -7.38597
0 4206 0.0703367 0.592981 0.924611 0.0753888 -7.42518
0 4207 0.0775558 0.588828 0.92196 0.0780404 -7.44691
0 4208 0.051229 0.576067 0.94235 0.0576501 -7.24709
0 4209 0.051229 0.576067 0.94235 0.0576501 -7.24709
0 4210 0.097381 0.571521 0.957696 0.0423042 -7.0595
0 4211 0.097381 0.571521 0.957696 0.0423042 -7.0595
0 4212 0.112167 0.561703 0.943083 0.056917 -7.10909
0 4213 0.0902821 0.563019 0.963032 0.0369676 -7.12795
0 4214 0.0711802 0.572883 0.964533 0.0354671 -7.14129
0 4215 0.0711802 0.572883 0.964533 0.0354671 -7.14129
0 4216 0.0578209 0.561037 0.93929 0.0607096 -7.29362
0 4217 0.0679124 0.555732 0.946453 0.0535472 -7.22932
0 4218 0.0648996 0.546308 0.952119 0.0478809 -7.27333
0 4219 0.0412276 0.544637 0.937257 0.062743 -7.42884
0 4220 0.0481744 0.539402 0.934923 0.0650774 -7.44383
0 4221 0.0483555 0.545953 0.942231 0.0577694 -7.36143
0 4222 0.0687944 0.55784 0.944251 0.0557487 -7.23214
0 4223 0.0724419 0.555783 0.948126 0.0518741 -7.20821
0 4224 0.0642941 0.553944 0.951988 0.0480119 -7.23418
0 4225 0.0671164 0.546439 0.967257 0.0327432 -7.37621
0 4226 0.0483067 0.551441 0.95312 0.0468805 -7.30241
0 4227 0.0284959 0.563265 0.948508 0.0514922 -7.31449
0 4228 0.0125904 0.570745 0.94165 0.0583502 -7.38269
0 4229 0.0417003 0.57161 0.934637 0.0653631 -7.36586
0 4230 0.081911 0.565683 0.931158 0.0688422 -7.30061
0 4231 0.0936912 0.571122 0.925274 0.0747256 -7.34445
0 4232 0.0630629 0.559601 0.932239 0.0677613 -7.35206
0 4233 0.0837076 0.573167 0.934119 0.0658811 -7.25424
0 4234 0.0944342 0.579365 0.923434 0.0765656 -7.37403
0 4235 0.0927331 0.566572 0.925796 0.0742043 -7.33985
0 4236 0.0433892 0.567682 0.937157 0.0628433 -7.33987
0 4237 0.0433892 0.567682 0.937157 0.0628433 -7.33987
0 4238 0.0228606 0.568512 0.930574 0.0694263 -7.48378
0 4239 0.0228606 0.568512 0.930574 0.0694263 -7.48378
0 4240 0.0271813 0.573526 0.926535 0.0734654 -7.51679
0 4241 0.0530011 0.580778 0.942707 0.057293 -7.23129
0 4242 0.0287309 0.567924 0.931219 0.0687814 -7.45702
0 4243 0.0410325 0.563313 0.936817 0.0631835 -7.36379
0 4244 0.0410325 0.563313 0.936817 0.0631835 -7.36379
0 4245 0.0487596 0.556631 0.947858 0.0521418 -7.28261
0 4246 0.0487596 0.556631 0.947858 0.0521418 -7.28261
0 4247 0.0590211 0.548481 0.960903 0.0390966 -7.31673
0 4248 0.0664234 0.535379 0.961108 0.0388925 -7.40176
0 4249 0.0664234 0.535379 0.961108 0.0388925 -7.40176
0 4250 0.0662588 0.535821 0.969902 0.0300983 -7.54475
0 4251 0.0555834 0.530396 0.973946 0.0260535 -7.78499
0 4252 0.0687641 0.555386 0.966497 0.0335033 -7.28091
0 4253 0.0687641 0.555386 0.966497 0.0335033 -7.28091
0 4254 0.0912254 0.541339 0.960543 0.0394565 -7.24896
0 4255 0.0912254 0.541339 0.960543 0.0394565 -7.24896
0 4256 0.0948929 0.542702 0.974451 0.025549 -7.4423
0 4257 0.071817 0.525909 0.958511 0.041489 -7.43812
0 4258 0.0499889 0.524693 0.963117 0.0368832 -7.61524
0 4259 0.0580849 0.529404 0.976257 0.0237429 -7.87199
0 4260 0.0471757 0.532618 0.983505 0.0164946 -8.24774
0 4261 0.0471757 0.532618 0.983505 0.0164946 -8.24774
0 4262 0.0327595 0.525938 0.965468 0.0345319 -7.72816
0 4263 0.0371987 0.534355 0.967419 0.0325812 -7.64293
0 4264 0.0245371 0.534234 0.974541 0.0254592 -7.91344
0 4265 0.0245371 0.534234 0.974541 0.0254592 -7.91344
0 4266 0.0305924 0.541082 0.968789 0.0312109 -7.61974
0 4267 0.0397549 0.565668 0.960494 0.0395059 -7.26109
0 4268 0.0277657 0.564608 0.94053 0.0594696 -7.36732
0 4269 0.0184301 0.572571 0.951859 0.0481406 -7.29011
0 4270 0.00352376 0.569394 0.946129 0.0538713 -7.38163
0 4271 0.0288713 0.585715 0.938866 0.0611336 -7.32842
0 4272 0.03221 0.59159 0.944466 0.0555336 -7.24806
0 4273 0.0383923 0.615232 0.947975 0.0520248 -7.17914
0 4274 0.0383923 0.615232 0.947975 0.0520248 -7.17914
0 4275 0.038089 0.629161 0.949767 0.0502333 -7.16406
0 4276 0.0124949 0.637829 0.947096 0.0529041 -7.24412
0 4277 0.0176852 0.640953 0.945897 0.0541034 -7.25706
0 4278 0.0240575 0.665689 0.938644 0.0613559 -7.42351
0 4279 0.0523549 0.674983 0.92752 0.0724804 -7.64279
0 4280 0.0523549 0.674983 0.92752 0.0724804 -7.64279
0 4281 0.0279197 0.665986 0.928472 0.0715285 -7.60969
0 4282 0.035861 0.678016 0.93302 0.06698 -7.56184
0 4283 0.0507796 0.68004 0.916753 0.0832466 -7.88378
0 4284 0.0664554 0.676397 0.925175 0.0748255 -7.68611
0 4285 0.0857886 0.664079 0.914942 0.0850582 -7.81346
0 4286 0.0851246 0.65971 0.922546 0.0774545 -7.64503
0 4287 0.0815041 0.66035 0.917434 0.0825661 -7.7492
