mu_1 sd_1 w_1 mu_2 sd_2 w_2 w_NS
0 888 0.76183 0.231431 0.965046 0.0349544 -6.94003
0 889 0.772176 0.239014 0.962708 0.0372917 -6.81143
0 890 0.771354 0.22189 0.962822 0.037178 -6.9455
0 891 0.783207 0.236988 0.959575 0.0404252 -6.74929
0 892 0.75718 0.239347 0.954625 0.0453748 -6.64149
0 893 0.770753 0.237717 0.96444 0.0355596 -6.85926
0 894 0.775625 0.254785 0.966362 0.0336382 -6.72474
0 895 0.760846 0.247287 0.977456 0.022544 -7.0842
0 896 0.757694 0.24596 0.977769 0.0222309 -7.12209
0 897 0.761193 0.240759 0.980928 0.0190719 -7.37756
0 898 0.761193 0.240759 0.980928 0.0190719 -7.37756
0 899 0.762019 0.249493 0.965463 0.0345368 -6.72406
0 900 0.734452 0.246827 0.97309 0.0269101 -7.01069
0 901 0.748752 0.249814 0.972855 0.0271454 -6.92019
0 902 0.732577 0.261386 0.973376 0.0266239 -6.83383
0 903 0.72353 0.24857 0.97263 0.0273696 -7.01552
0 904 0.748599 0.25114 0.972552 0.027448 -6.89496
0 905 0.715232 0.256224 0.958165 0.0418347 -6.54281
0 906 0.675622 0.267257 0.945598 0.0544019 -6.33622
0 907 0.690647 0.253881 0.932112 0.0678884 -6.22244
0 908 0.7162 0.270303 0.939793 0.0602066 -6.21287
0 909 0.73391 0.29298 0.927631 0.072369 -6.2358
0 910 0.73362 0.288987 0.926542 0.0734581 -6.22308
0 911 0.710994 0.29253 0.942335 0.0576654 -6.19198
0 912 0.709875 0.278652 0.937354 0.0626465 -6.17168
0 913 0.738262 0.255767 0.940168 0.0598317 -6.29396
0 914 0.739443 0.24695 0.947239 0.0527612 -6.4124
0 915 0.776804 0.234284 0.935317 0.064683 -6.4555
0 916 0.744405 0.234597 0.922685 0.0773151 -6.26157
0 917 0.767951 0.220362 0.920227 0.0797726 -6.37695
0 918 0.767951 0.220362 0.920227 0.0797726 -6.37695
0 919 0.770068 0.220153 0.933521 0.0664793 -6.47542
0 920 0.778756 0.223005 0.929392 0.0706076 -6.4636
0 921 0.778756 0.223005 0.929392 0.0706076 -6.4636
0 922 0.779225 0.244018 0.932574 0.0674264 -6.47414
0 923 0.752489 0.239059 0.933527 0.0664735 -6.33495
0 924 0.780356 0.245739 0.9245 0.0754998 -6.45535
0 925 0.775293 0.236578 0.914686 0.0853136 -6.40556
0 926 0.793083 0.245228 0.921417 0.0785831 -6.53735
0 927 0.793083 0.245228 0.921417 0.0785831 -6.53735
0 928 0.810738 0.265173 0.924966 0.0750338 -6.74246
0 929 0.795737 0.272007 0.919956 0.0800443 -6.59359
0 930 0.795737 0.272007 0.919956 0.0800443 -6.59359
0 931 0.824301 0.268427 0.931072 0.0689278 -6.87839
0 932 0.824301 0.268427 0.931072 0.0689278 -6.87839
0 933 0.854533 0.259653 0.944852 0.0551481 -7.17722
0 934 0.869411 0.268595 0.950531 0.0494692 -7.37625
0 935 0.866042 0.278255 0.945323 0.0546768 -7.32731
0 936 0.866042 0.278255 0.945323 0.0546768 -7.32731
0 937 0.85554 0.279942 0.949333 0.0506673 -7.19508
0 938 0.854497 0.287892 0.95815 0.0418505 -7.19487
0 939 0.86991 0.28151 0.952818 0.0471817 -7.3712
0 940 0.865119 0.291955 0.943885 0.0561153 -7.37082
0 941 0.865119 0.291955 0.943885 0.0561153 -7.37082
0 942 0.86048 0.280353 0.950264 0.049736 -7.25454
0 943 0.852366 0.266796 0.950677 0.0493229 -7.16973
0 944 0.834387 0.264652 0.966728 0.0332715 -7.05475
0 945 0.834387 0.264652 0.966728 0.0332715 -7.05475
0 946 0.834387 0.264652 0.966728 0.0332715 -7.05475
0 947 0.834387 0.264652 0.966728 0.0332715 -7.05475
0 948 0.828677 0.264065 0.955541 0.044459 -6.93971
0 949 0.856407 0.253219 0.94567 0.0543301 -7.15796
0 950 0.844115 0.261221 0.932731 0.067269 -7.06712
0 951 0.839059 0.27153 0.939206 0.0607938 -7.036
0 952 0.839059 0.27153 0.939206 0.0607938 -7.036
0 953 0.804785 0.268277 0.929955 0.0700448 -6.64538
0 954 0.811864 0.272518 0.940571 0.0594295 -6.71859
0 955 0.851553 0.271938 0.93192 0.0680796 -7.19857
0 956 0.851553 0.271938 0.93192 0.0680796 -7.19857
0 957 0.819716 0.262755 0.920574 0.0794256 -6.8303
0 958 0.813792 0.25471 0.918625 0.0813755 -6.74381
0 959 0.815989 0.242193 0.908233 0.091767 -6.71702
0 960 0.793261 0.212188 0.914974 0.0850264 -6.51154
0 961 0.772353 0.215464 0.93129 0.0687099 -6.48954
0 962 0.774116 0.199439 0.924733 0.0752667 -6.5462
0 963 0.803348 0.182679 0.915687 0.0843133 -6.70692
0 964 0.808531 0.185159 0.909118 0.0908823 -6.68579
0 965 0.824473 0.197567 0.897916 0.102084 -6.75799
0 966 0.776618 0.195545 0.90316 0.0968402 -6.46021
0 967 0.776618 0.195545 0.90316 0.0968402 -6.46021
0 968 0.776618 0.195545 0.90316 0.0968402 -6.46021
0 969 0.775955 0.198052 0.897806 0.102194 -6.43454
0 970 0.782355 0.193462 0.899075 0.100925 -6.48796
0 971 0.796581 0.195273 0.895571 0.104429 -6.55125
0 972 0.819221 0.177439 0.899859 0.100141 -6.7669
0 973 0.799351 0.162873 0.900623 0.0993769 -6.76638
0 974 0.775538 0.163322 0.880944 0.119056 -6.65278
0 975 0.760833 0.181153 0.870748 0.129252 -6.47683
0 976 0.7704 0.172721 0.87322 0.12678 -6.55676
0 977 0.77284 0.175348 0.870102 0.129898 -6.5478
0 978 0.761917 0.167194 0.874556 0.125444 -6.59227
0 979 0.746301 0.156685 0.871741 0.128259 -6.72633
0 980 0.746301 0.156685 0.871741 0.128259 -6.72633
0 981 0.718427 0.142687 0.87559 0.12441 -7.14731
0 982 0.718427 0.142687 0.87559 0.12441 -7.14731
0 983 0.715809 0.15301 0.88248 0.11752 -6.99477
0 984 0.715809 0.15301 0.88248 0.11752 -6.99477
0 985 0.705058 0.153656 0.889519 0.110481 -7.13884
0 986 0.712272 0.155505 0.884919 0.115081 -6.98831
0 987 0.729388 0.150178 0.896931 0.103069 -7.1123
0 988 0.73968 0.1444 0.893574 0.106426 -7.13683
0 989 0.736107 0.151015 0.901066 0.0989338 -7.0959
0 990 0.739383 0.151731 0.895981 0.104019 -7.00306
0 991 0.729615 0.15868 0.889381 0.110619 -6.85319
0 992 0.75028 0.171143 0.893745 0.106255 -6.61222
0 993 0.782106 0.164027 0.900444 0.0995556 -6.72317
0 994 0.785883 0.163829 0.893838 0.106162 -6.69844
0 995 0.801919 0.162349 0.905625 0.0943749 -6.80449
0 996 0.801919 0.162349 0.905625 0.0943749 -6.80449
0 997 0.784865 0.161697 0.912312 0.0876876 -6.84223
0 998 0.75533 0.16587 0.901146 0.098854 -6.72615
0 999 0.754532 0.173888 0.909088 0.0909118 -6.6797
0 1000 0.747131 0.171562 0.903324 0.0966755 -6.68024
0 1001 0.790471 0.165195 0.90304 0.09696 -6.73572
0 1002 0.793277 0.17086 0.887462 0.112538 -6.64506
0 1003 0.796534 0.177533 0.891865 0.108135 -6.62264
0 1004 0.796534 0.177533 0.891865 0.108135 -6.62264
0 1005 0.751908 0.179626 0.882327 0.117673 -6.47769
0 1006 0.758907 0.184923 0.878039 0.121961 -6.43244
0 1007 0.747489 0.203704 0.887547 0.112453 -6.30819
0 1008 0.747489 0.203704 0.887547 0.112453 -6.30819
0 1009 0.750522 0.218084 0.878639 0.121361 -6.32455
0 1010 0.753852 0.220797 0.876568 0.123432 -6.3082
0 1011 0.777712 0.226421 0.887899 0.112101 -6.41305
0 1012 0.761834 0.20777 0.891607 0.108393 -6.33661
0 1013 0.742953 0.209315 0.892119 0.107881 -6.31166
0 1014 0.737893 0.209687 0.911015 0.0889848 -6.36552
0 1015 0.742388 0.210811 0.925078 0.074922 -6.46346
0 1016 0.750932 0.223255 0.927509 0.0724911 -6.40168
0 1017 0.709798 0.230729 0.9225 0.0774997 -6.26116
0 1018 0.7133 0.238017 0.909019 0.0909808 -6.14419
0 1019 0.726771 0.232847 0.922445 0.0775547 -6.24067
0 1020 0.681104 0.210936 0.929392 0.0706076 -6.72297
0 1021 0.723261 0.196873 0.925806 0.0741937 -6.64029
0 1022 0.723261 0.196873 0.925806 0.0741937 -6.64029
0 1023 0.662725 0.205046 0.909376 0.0906237 -6.65572
0 1024 0.662725 0.205046 0.909376 0.0906237 -6.65572
0 1025 0.662725 0.205046 0.909376 0.0906237 -6.65572
0 1026 0.62748 0.221159 0.914795 0.0852054 -6.75861
0 1027 0.633705 0.211013 0.914328 0.0856717 -6.88629
0 1028 0.645074 0.214096 0.905373 0.0946268 -6.59449
0 1029 0.657433 0.219232 0.905587 0.0944131 -6.43182
0 1030 0.664314 0.224948 0.909648 0.0903517 -6.35819
0 1031 0.664314 0.224948 0.909648 0.0903517 -6.35819
0 1032 0.661853 0.22729 0.918955 0.0810453 -6.44317
0 1033 0.626571 0.241283 0.908249 0.0917515 -6.38646
0 1034 0.624751 0.245463 0.914311 0.0856891 -6.41039
0 1035 0.652822 0.250226 0.897037 0.102963 -6.12662
0 1036 0.671699 0.248155 0.888373 0.111627 -6.09063
0 1037 0.694912 0.242456 0.89457 0.10543 -6.09783
0 1038 0.64408 0.252136 0.887699 0.112301 -6.12842
0 1039 0.626929 0.247319 0.892405 0.107595 -6.23078
0 1040 0.631688 0.241139 0.899373 0.100627 -6.29001
0 1041 0.637964 0.233015 0.90463 0.0953701 -6.37519
0 1042 0.638317 0.232114 0.908012 0.0919879 -6.41417
0 1043 0.63634 0.218987 0.900601 0.0993994 -6.53627
0 1044 0.60047 0.230088 0.900316 0.0996839 -6.67217
0 1045 0.608852 0.233939 0.908128 0.091872 -6.6248
0 1046 0.596377 0.240291 0.899312 0.100688 -6.54942
0 1047 0.595406 0.232581 0.887856 0.112144 -6.57006
0 1048 0.616344 0.234309 0.893163 0.106837 -6.42102
0 1049 0.634158 0.230454 0.887908 0.112092 -6.32321
0 1050 0.636756 0.23756 0.871198 0.128802 -6.22467
0 1051 0.637251 0.23572 0.86364 0.13636 -6.24152
0 1052 0.649504 0.237915 0.865195 0.134805 -6.19306
0 1053 0.621142 0.251996 0.844163 0.155837 -6.30697
0 1054 0.632394 0.248232 0.846016 0.153984 -6.27669
0 1055 0.645452 0.236338 0.841002 0.158998 -6.30097
0 1056 0.658154 0.237112 0.843875 0.156125 -6.2669
0 1057 0.658031 0.234885 0.85941 0.14059 -6.20343
0 1058 0.631521 0.233993 0.8574 0.1426 -6.28342
0 1059 0.631521 0.233993 0.8574 0.1426 -6.28342
0 1060 0.632439 0.227692 0.87147 0.12853 -6.31293
0 1061 0.611234 0.225086 0.868567 0.131433 -6.45535
0 1062 0.586994 0.235958 0.879133 0.120867 -6.5462
0 1063 0.590849 0.22409 0.875439 0.124561 -6.6478
0 1064 0.582222 0.244733 0.883265 0.116735 -6.49671
0 1065 0.588538 0.24108 0.866546 0.133454 -6.44939
0 1066 0.596503 0.247905 0.868859 0.131141 -6.34304
0 1067 0.586175 0.242592 0.876284 0.123716 -6.46954
0 1068 0.571127 0.248304 0.882457 0.117543 -6.54081
0 1069 0.574161 0.231141 0.873121 0.126879 -6.6869
0 1070 0.560542 0.23561 0.875581 0.124419 -6.75796
0 1071 0.540451 0.235213 0.893493 0.106507 -7.14684
0 1072 0.566162 0.251498 0.88434 0.11566 -6.55805
0 1073 0.569943 0.259438 0.886221 0.113779 -6.45145
0 1074 0.581436 0.256453 0.885948 0.114052 -6.39665
0 1075 0.590699 0.259491 0.876985 0.123015 -6.30152
0 1076 0.633663 0.272207 0.878072 0.121928 -6.10968
0 1077 0.639736 0.284228 0.875583 0.124417 -6.12306
0 1078 0.652701 0.287403 0.886992 0.113008 -6.08239
0 1079 0.652701 0.287403 0.886992 0.113008 -6.08239
0 1080 0.63561 0.276083 0.885751 0.114249 -6.08619
0 1081 0.63561 0.276083 0.885751 0.114249 -6.08619
0 1082 0.646936 0.276348 0.884406 0.115594 -6.07861
0 1083 0.640607 0.276246 0.883956 0.116044 -6.08311
0 1084 0.667988 0.281689 0.901156 0.0988443 -6.05432
0 1085 0.650063 0.283915 0.893632 0.106368 -6.05872
0 1086 0.650368 0.276213 0.885805 0.114195 -6.0729
0 1087 0.643486 0.277255 0.872184 0.127816 -6.12708
0 1088 0.634767 0.280654 0.878592 0.121408 -6.10727
0 1089 0.640774 0.278164 0.887614 0.112386 -6.07526
0 1090 0.616271 0.290068 0.889074 0.110926 -6.10356
0 1091 0.612676 0.27693 0.883097 0.116903 -6.13809
0 1092 0.613001 0.278117 0.874592 0.125408 -6.15672
0 1093 0.626745 0.274757 0.891202 0.108798 -6.09786
0 1094 0.637367 0.279779 0.887069 0.112931 -6.07983
0 1095 0.651968 0.269336 0.889762 0.110238 -6.0706
0 1096 0.662596 0.287138 0.874139 0.125861 -6.15466
0 1097 0.640082 0.27717 0.860114 0.139886 -6.19357
0 1098 0.608423 0.296544 0.875927 0.124073 -6.16476
0 1099 0.607639 0.288685 0.867097 0.132903 -6.20089
0 1100 0.601415 0.287905 0.866532 0.133468 -6.21519
0 1101 0.593483 0.274874 0.878807 0.121193 -6.21547
0 1102 0.572213 0.260927 0.882442 0.117558 -6.4105
0 1103 0.5541 0.275457 0.880097 0.119903 -6.41822
0 1104 0.5541 0.275457 0.880097 0.119903 -6.41822
0 1105 0.527927 0.289347 0.882871 0.117129 -6.49984
0 1106 0.5279 0.278473 0.861836 0.138164 -6.58246
0 1107 0.531551 0.277131 0.846723 0.153277 -6.61611
0 1108 0.557332 0.278677 0.845834 0.154166 -6.47831
0 1109 0.547209 0.282198 0.849629 0.150371 -6.49884
0 1110 0.548416 0.286735 0.845904 0.154096 -6.50517
0 1111 0.548416 0.286735 0.845904 0.154096 -6.50517
0 1112 0.530534 0.281233 0.85846 0.14154 -6.55918
0 1113 0.530534 0.281233 0.85846 0.14154 -6.55918
0 1114 0.528983 0.281546 0.846674 0.153326 -6.6144
0 1115 0.531465 0.260498 0.836567 0.163433 -6.74258
0 1116 0.531465 0.260498 0.836567 0.163433 -6.74258
0 1117 0.521464 0.241599 0.850166 0.149834 -6.96606
0 1118 0.550573 0.243811 0.838068 0.161932 -6.71266
0 1119 0.547582 0.244617 0.834187 0.165813 -6.74037
0 1120 0.544023 0.237149 0.833269 0.166731 -6.82854
0 1121 0.544023 0.237149 0.833269 0.166731 -6.82854
0 1122 0.5565 0.235289 0.820693 0.179307 -6.7956
0 1123 0.563961 0.221971 0.818356 0.181644 -6.85796
0 1124 0.596589 0.208241 0.820393 0.179607 -6.75182
0 1125 0.600788 0.219133 0.803447 0.196553 -6.73597
0 1126 0.621392 0.21755 0.797767 0.202233 -6.70291
0 1127 0.623264 0.212242 0.800079 0.199921 -6.70188
0 1128 0.610164 0.204271 0.80161 0.19839 -6.79417
0 1129 0.59532 0.203243 0.813857 0.186143 -6.82926
0 1130 0.622693 0.208115 0.820017 0.179983 -6.61349
0 1131 0.632032 0.19365 0.840377 0.159623 -6.65884
0 1132 0.653599 0.199421 0.817281 0.182719 -6.57456
0 1133 0.638443 0.193037 0.817691 0.182309 -6.68007
0 1134 0.638443 0.193037 0.817691 0.182309 -6.68007
0 1135 0.622876 0.21315 0.81811 0.18189 -6.58737
0 1136 0.612029 0.210955 0.823749 0.176251 -6.62808
0 1137 0.612029 0.210955 0.823749 0.176251 -6.62808
0 1138 0.612029 0.210955 0.823749 0.176251 -6.62808
0 1139 0.624866 0.210867 0.820202 0.179798 -6.58348
0 1140 0.640343 0.209654 0.81104 0.18896 -6.58701
0 1141 0.616918 0.205652 0.814608 0.185392 -6.68377
0 1142 0.605224 0.215641 0.821404 0.178596 -6.63787
0 1143 0.605224 0.215641 0.821404 0.178596 -6.63787
0 1144 0.58961 0.215682 0.826205 0.173795 -6.71097
0 1145 0.579098 0.232517 0.826622 0.173378 -6.64836
0 1146 0.596799 0.22689 0.83044 0.16956 -6.56782
0 1147 0.600228 0.221432 0.837772 0.162228 -6.56551
0 1148 0.600228 0.221432 0.837772 0.162228 -6.56551
0 1149 0.622655 0.220514 0.847309 0.152691 -6.43107
0 1150 0.618416 0.22182 0.863757 0.136243 -6.43552
0 1151 0.623595 0.218182 0.858623 0.141377 -6.43716
0 1152 0.623595 0.218182 0.858623 0.141377 -6.43716
0 1153 0.63108 0.210357 0.851568 0.148432 -6.47287
0 1154 0.63108 0.210357 0.851568 0.148432 -6.47287
0 1155 0.606516 0.203442 0.843732 0.156268 -6.70527
0 1156 0.605689 0.197419 0.829149 0.170851 -6.78934
0 1157 0.625105 0.212202 0.823145 0.176855 -6.55969
0 1158 0.625105 0.212202 0.823145 0.176855 -6.55969
0 1159 0.605608 0.219995 0.831717 0.168283 -6.56391
0 1160 0.603882 0.211228 0.822357 0.177643 -6.67538
0 1161 0.620648 0.205883 0.81492 0.18508 -6.66288
0 1162 0.617129 0.195703 0.826479 0.173521 -6.73896
0 1163 0.631914 0.204801 0.821728 0.178272 -6.59077
0 1164 0.631091 0.210709 0.830958 0.169042 -6.51272
0 1165 0.62535 0.211924 0.844731 0.155269 -6.49469
0 1166 0.62535 0.211924 0.844731 0.155269 -6.49469
0 1167 0.620022 0.196938 0.864057 0.135943 -6.74965
0 1168 0.636763 0.181378 0.855335 0.144665 -6.83994
0 1169 0.619304 0.179242 0.855171 0.144829 -7.02878
0 1170 0.631947 0.165795 0.854287 0.145713 -7.19095
0 1171 0.631947 0.165795 0.854287 0.145713 -7.19095
0 1172 0.593487 0.172937 0.855988 0.144012 -7.44263
0 1173 0.618284 0.178956 0.849637 0.150363 -7.01318
0 1174 0.613791 0.180949 0.854381 0.145619 -7.04147
0 1175 0.613791 0.180949 0.854381 0.145619 -7.04147
0 1176 0.607342 0.182949 0.850263 0.149737 -7.04004
0 1177 0.59847 0.184735 0.870458 0.129542 -7.25407
0 1178 0.59847 0.184735 0.870458 0.129542 -7.25407
0 1179 0.599838 0.171963 0.858495 0.141505 -7.41856
0 1180 0.59891 0.182515 0.847443 0.152557 -7.11373
0 1181 0.610347 0.169946 0.846805 0.153195 -7.25773
0 1182 0.605112 0.167159 0.83131 0.16869 -7.28679
0 1183 0.604526 0.171294 0.833011 0.166989 -7.21592
0 1184 0.64694 0.174474 0.83865 0.16135 -6.83923
0 1185 0.64694 0.174474 0.83865 0.16135 -6.83923
0 1186 0.633181 0.176743 0.84207 0.15793 -6.90447
0 1187 0.641873 0.170195 0.84005 0.15995 -6.95019
0 1188 0.633591 0.177277 0.842333 0.157667 -6.8923
0 1189 0.633591 0.177277 0.842333 0.157667 -6.8923
0 1190 0.616682 0.181545 0.823365 0.176635 -6.92938
0 1191 0.636105 0.199958 0.819379 0.180621 -6.62191
0 1192 0.669381 0.190766 0.832029 0.167971 -6.53503
0 1193 0.679195 0.189469 0.828435 0.171565 -6.53362
0 1194 0.733412 0.193144 0.84128 0.15872 -6.48508
0 1195 0.748567 0.192864 0.843331 0.156669 -6.48013
0 1196 0.725489 0.175806 0.826577 0.173423 -6.65385
0 1197 0.726502 0.185817 0.826748 0.173252 -6.589
0 1198 0.734134 0.178607 0.815888 0.184112 -6.66462
0 1199 0.726198 0.180258 0.809697 0.190303 -6.72761
0 1200 0.726198 0.180258 0.809697 0.190303 -6.72761
0 1201 0.729651 0.17452 0.807945 0.192055 -6.77741
0 1202 0.743914 0.179926 0.827827 0.172173 -6.604
0 1203 0.747161 0.18996 0.822189 0.177811 -6.61786
0 1204 0.778925 0.195987 0.837209 0.162791 -6.67372
0 1205 0.797242 0.18977 0.840599 0.159401 -6.77487
0 1206 0.799874 0.181747 0.840123 0.159877 -6.79895
0 1207 0.772796 0.158091 0.83434 0.16566 -6.7709
0 1208 0.772796 0.158091 0.83434 0.16566 -6.7709
0 1209 0.793853 0.158313 0.805757 0.194243 -7.04853
0 1210 0.793853 0.158313 0.805757 0.194243 -7.04853
0 1211 0.770097 0.167111 0.802149 0.197851 -6.92914
0 1212 0.775374 0.166972 0.802714 0.197286 -6.94972
0 1213 0.787385 0.167241 0.808756 0.191244 -6.96497
0 1214 0.797977 0.163091 0.81559 0.18441 -6.98495
0 1215 0.798573 0.173152 0.823142 0.176858 -6.91635
0 1216 0.797824 0.178984 0.817435 0.182565 -6.95371
0 1217 0.821463 0.176051 0.82465 0.17535 -7.0953
0 1218 0.838192 0.174664 0.814756 0.185244 -7.35012
0 1219 0.838192 0.174664 0.814756 0.185244 -7.35012
0 1220 0.818461 0.177483 0.822787 0.177213 -7.08371
0 1221 0.797749 0.176364 0.835766 0.164234 -6.81703
0 1222 0.76901 0.178006 0.825365 0.174635 -6.71667
0 1223 0.758661 0.18865 0.824592 0.175408 -6.65074
0 1224 0.754374 0.190857 0.839283 0.160717 -6.53005
0 1225 0.72254 0.197247 0.84374 0.15626 -6.39899
0 1226 0.728356 0.214473 0.849745 0.150255 -6.33531
0 1227 0.762241 0.222123 0.845357 0.154643 -6.53359
0 1228 0.761604 0.201222 0.833062 0.166938 -6.59366
0 1229 0.768132 0.201979 0.824373 0.175627 -6.70143
0 1230 0.77157 0.190812 0.816268 0.183732 -6.78427
0 1231 0.775973 0.182353 0.823375 0.176625 -6.75869
0 1232 0.772058 0.164523 0.820211 0.179789 -6.8128
0 1233 0.758089 0.158749 0.832985 0.167015 -6.82113
0 1234 0.763003 0.166939 0.827618 0.172382 -6.72369
0 1235 0.797715 0.189814 0.841776 0.158224 -6.77051
0 1236 0.760131 0.212488 0.847397 0.152603 -6.49002
0 1237 0.754431 0.219232 0.848908 0.151092 -6.45503
0 1238 0.742925 0.243041 0.854611 0.145389 -6.41011
0 1239 0.748425 0.235571 0.849406 0.150594 -6.45501
0 1240 0.720669 0.235585 0.851143 0.148857 -6.30812
0 1241 0.713596 0.227832 0.864121 0.135879 -6.21223
0 1242 0.715726 0.24353 0.847936 0.152064 -6.3287
0 1243 0.694712 0.24151 0.846288 0.153712 -6.27434
0 1244 0.727105 0.247515 0.856859 0.143141 -6.32675
0 1245 0.709458 0.244019 0.858406 0.141594 -6.23865
0 1246 0.676581 0.240574 0.850006 0.149994 -6.22621
0 1247 0.653691 0.23129 0.860418 0.139582 -6.21775
0 1248 0.653691 0.23129 0.860418 0.139582 -6.21775
0 1249 0.651823 0.229343 0.850379 0.149621 -6.26693
0 1250 0.656998 0.228527 0.863963 0.136037 -6.22017
0 1251 0.652686 0.22226 0.871914 0.128086 -6.2686
0 1252 0.650547 0.212389 0.870686 0.129314 -6.36566
0 1253 0.635353 0.210766 0.854169 0.145831 -6.44562
0 1254 0.596743 0.216592 0.866462 0.133538 -6.6589
0 1255 0.587005 0.212111 0.856185 0.143815 -6.76655
0 1256 0.608053 0.230689 0.841299 0.158701 -6.44729
0 1257 0.616788 0.231325 0.84301 0.15699 -6.39796
0 1258 0.616788 0.231325 0.84301 0.15699 -6.39796
0 1259 0.616788 0.231325 0.84301 0.15699 -6.39796
0 1260 0.62698 0.219399 0.834598 0.165402 -6.45366
0 1261 0.613379 0.229615 0.827319 0.172681 -6.4897
0 1262 0.605735 0.235936 0.832673 0.167327 -6.46593
0 1263 0.605735 0.235936 0.832673 0.167327 -6.46593
0 1264 0.621974 0.240398 0.819736 0.180264 -6.47923
0 1265 0.633875 0.211567 0.81772 0.18228 -6.55738
0 1266 0.66237 0.225852 0.80293 0.19707 -6.5764
0 1267 0.664743 0.22976 0.812841 0.187159 -6.48978
0 1268 0.666913 0.237355 0.812627 0.187373 -6.49722
0 1269 0.689381 0.222863 0.808406 0.191594 -6.54741
0 1270 0.710595 0.237728 0.80114 0.19886 -6.71459
0 1271 0.714085 0.228809 0.798097 0.201903 -6.7282
0 1272 0.731375 0.224299 0.792256 0.207744 -6.85336
0 1273 0.713898 0.225435 0.783027 0.216973 -6.88004
0 1274 0.728231 0.218493 0.763264 0.236736 -7.15031
0 1275 0.734267 0.206613 0.758066 0.241934 -7.23686
0 1276 0.735734 0.214254 0.765233 0.234767 -7.18329
0 1277 0.751908 0.210317 0.754755 0.245245 -7.35684
0 1278 0.751908 0.210317 0.754755 0.245245 -7.35684
0 1279 0.760035 0.218531 0.756945 0.243055 -7.42206
0 1280 0.761277 0.222767 0.772092 0.227908 -7.266
0 1281 0.786161 0.210516 0.784392 0.215608 -7.26209
0 1282 0.785178 0.203521 0.790244 0.209756 -7.16075
0 1283 0.783166 0.215421 0.792041 0.207959 -7.17331
0 1284 0.751624 0.192886 0.7972 0.2028 -6.84646
0 1285 0.739463 0.204161 0.802276 0.197724 -6.74513
0 1286 0.743712 0.212623 0.811267 0.188733 -6.725
0 1287 0.768831 0.209865 0.829955 0.170045 -6.67175
0 1288 0.788206 0.197301 0.843954 0.156046 -6.68683
0 1289 0.842152 0.198143 0.841714 0.158286 -7.23968
0 1290 0.807205 0.191358 0.831139 0.168861 -6.93142
0 1291 0.78612 0.201604 0.811746 0.188254 -6.94365
0 1292 0.80793 0.19726 0.820418 0.179582 -7.04338
0 1293 0.826374 0.199504 0.813314 0.186686 -7.31026
0 1294 0.819758 0.206693 0.811342 0.188658 -7.2877
0 1295 0.801894 0.183773 0.812858 0.187142 -7.02904
0 1296 0.792937 0.18708 0.80187 0.19813 -7.06269
0 1297 0.797075 0.195278 0.798166 0.201834 -7.15242
0 1298 0.821796 0.184644 0.81673 0.18327 -7.18068
0 1299 0.821796 0.184644 0.81673 0.18327 -7.18068
0 1300 0.820788 0.185982 0.811774 0.188226 -7.21901
0 1301 0.807156 0.195738 0.804071 0.195929 -7.18693
0 1302 0.793278 0.183649 0.799495 0.200505 -7.08348
0 1303 0.758787 0.195107 0.804754 0.195246 -6.81337
0 1304 0.773412 0.2116 0.810514 0.189486 -6.88544
0 1305 0.773412 0.2116 0.810514 0.189486 -6.88544
0 1306 0.77462 0.204309 0.802338 0.197662 -6.95404
0 1307 0.7853 0.2041 0.788794 0.211206 -7.17962
0 1308 0.7812 0.191951 0.771218 0.228782 -7.30491
0 1309 0.7812 0.191951 0.771218 0.228782 -7.30491
0 1310 0.782613 0.193874 0.786495 0.213505 -7.15174
0 1311 0.782613 0.193874 0.786495 0.213505 -7.15174
0 1312 0.766985 0.20265 0.778612 0.221388 -7.1476
0 1313 0.776419 0.190613 0.787754 0.212246 -7.08686
0 1314 0.745696 0.193682 0.79054 0.20946 -6.88298
0 1315 0.745696 0.193682 0.79054 0.20946 -6.88298
0 1316 0.754307 0.18676 0.784698 0.215302 -6.98303
0 1317 0.766612 0.177419 0.780458 0.219542 -7.09365
0 1318 0.770243 0.174072 0.781017 0.218983 -7.11038
0 1319 0.770243 0.174072 0.781017 0.218983 -7.11038
0 1320 0.763373 0.178464 0.794672 0.205328 -6.93774
0 1321 0.728965 0.172144 0.797628 0.202372 -6.8666
0 1322 0.72262 0.177129 0.804647 0.195353 -6.77692
0 1323 0.738306 0.178992 0.790997 0.209003 -6.86964
0 1324 0.728882 0.181353 0.803034 0.196966 -6.776
0 1325 0.72781 0.194041 0.808664 0.191336 -6.68883
0 1326 0.75245 0.191269 0.815237 0.184763 -6.69138
0 1327 0.791098 0.182395 0.820833 0.179167 -6.87582
0 1328 0.772452 0.164768 0.826717 0.173283 -6.77233
0 1329 0.765188 0.168896 0.832223 0.167777 -6.69463
0 1330 0.754103 0.168864 0.818276 0.181724 -6.74446
0 1331 0.715152 0.157171 0.808035 0.191965 -6.86842
0 1332 0.740197 0.172749 0.814025 0.185975 -6.719
0 1333 0.740197 0.172749 0.814025 0.185975 -6.719
0 1334 0.702251 0.178559 0.811479 0.188521 -6.67166
0 1335 0.700675 0.186524 0.823294 0.176706 -6.55049
0 1336 0.675828 0.183651 0.807644 0.192356 -6.69005
0 1337 0.682425 0.171703 0.808088 0.191912 -6.77975
0 1338 0.682425 0.171703 0.808088 0.191912 -6.77975
