0.0	1
0.01	1
0.03	26
0.05	34
0.07	15
0.09	8
0.11	5
0.13	2
0.15	2
0.17	0
0.19	2
0.21	1
0.23	0
0.25	0
0.27	1
0.29	0
0.31	0
0.33	0
0.35	0
0.37	0
0.39	0
0.41	0
0.43	0
0.45	0
0.47	1
0.49	1
0.51	0
0.53	0
0.55	0
0.57	2
0.59	0
0.61	0
0.63	0
0.65	0
0.67	0
0.69	0
0.71	0
0.73	0
0.75	0
0.77	0
0.79	0
0.81	0
0.83	0
0.85	0
0.87	0
0.89	0
0.91	0
0.93	0
0.95	0
0.97	0
0.99	0
1.0	0
