0.0	0
0.01	1
0.03	0
0.05	0
0.07	0
0.09	0
0.11	0
0.13	53
0.15	14
0.17	8
0.19	1
0.21	3
0.23	2
0.25	2
0.27	0
0.29	1
0.31	0
0.33	0
0.35	0
0.37	0
0.39	0
0.41	2
0.43	1
0.45	1
0.47	0
0.49	1
0.51	0
0.53	1
0.55	0
0.57	0
0.59	0
0.61	1
0.63	0
0.65	0
0.67	0
0.69	1
0.71	0
0.73	0
0.75	0
0.77	0
0.79	1
0.81	0
0.83	0
0.85	1
0.87	0
0.89	0
0.91	0
0.93	1
0.95	0
0.97	0
0.99	5
1.0	5
